artist_uri,genre
spotify:artist:1EpyA68dKpjf7jXmQL88Hy,chicago rap
spotify:artist:1EpyA68dKpjf7jXmQL88Hy,escape room
spotify:artist:1EpyA68dKpjf7jXmQL88Hy,hip hop
spotify:artist:1EpyA68dKpjf7jXmQL88Hy,indie soul
spotify:artist:1EpyA68dKpjf7jXmQL88Hy,neo soul
spotify:artist:1EpyA68dKpjf7jXmQL88Hy,rap
spotify:artist:1EpyA68dKpjf7jXmQL88Hy,underground hip hop
spotify:artist:5POyWT1yrTf9o0kBa1jPE0,sky room
spotify:artist:2Mh60LrsnUHKHiMd9A47GC,""
spotify:artist:5PqOO6WkdOrWgmvDinM2mc,perth indie
spotify:artist:4vGrte8FDu062Ntj0RsPiZ,instrumental rock
spotify:artist:2hp8yAzOnYRUFMCdot9tzN,""
spotify:artist:3cqjRMFHyTEbY3Gq1P7sAl,uk pop
spotify:artist:45eNHdiiabvmbp4erw26rg,edm
spotify:artist:45eNHdiiabvmbp4erw26rg,melodic dubstep
spotify:artist:45eNHdiiabvmbp4erw26rg,pop dance
spotify:artist:45eNHdiiabvmbp4erw26rg,tropical house
spotify:artist:1XWxrP7USdeZ3LKlXxdhpC,bahamian pop
spotify:artist:2F8tffsSfw1767WgjtAHBW,shimmer pop
spotify:artist:2F8tffsSfw1767WgjtAHBW,shiver pop
spotify:artist:1bJJlRHoc1UVeqzxcrPLIw,edm
spotify:artist:1bJJlRHoc1UVeqzxcrPLIw,indie poptimism
spotify:artist:1bJJlRHoc1UVeqzxcrPLIw,la pop
spotify:artist:1bJJlRHoc1UVeqzxcrPLIw,pop dance
spotify:artist:1bJJlRHoc1UVeqzxcrPLIw,vapor soul
spotify:artist:1bJJlRHoc1UVeqzxcrPLIw,vapor twitch
spotify:artist:0L6Gwm0JDrgIQJfjarWSUR,neo mellow
spotify:artist:0L6Gwm0JDrgIQJfjarWSUR,pop rock
spotify:artist:4iiQabGKtS2RtTKpVkrVTw,hopebeat
spotify:artist:4iiQabGKtS2RtTKpVkrVTw,indie poptimism
spotify:artist:4iiQabGKtS2RtTKpVkrVTw,la indie
spotify:artist:4iiQabGKtS2RtTKpVkrVTw,la pop
spotify:artist:4iiQabGKtS2RtTKpVkrVTw,metropopolis
spotify:artist:4iiQabGKtS2RtTKpVkrVTw,modern alternative rock
spotify:artist:4iiQabGKtS2RtTKpVkrVTw,modern rock
spotify:artist:4iiQabGKtS2RtTKpVkrVTw,pop rock
spotify:artist:46lnlnlU0dXTDpoAUmH6Qx,latin pop
spotify:artist:00sAT5YX8W3xNd1EuqyHw9,big room
spotify:artist:00sAT5YX8W3xNd1EuqyHw9,dance pop
spotify:artist:00sAT5YX8W3xNd1EuqyHw9,edm
spotify:artist:00sAT5YX8W3xNd1EuqyHw9,electro house
spotify:artist:00sAT5YX8W3xNd1EuqyHw9,pop dance
spotify:artist:00sAT5YX8W3xNd1EuqyHw9,progressive electro house
spotify:artist:00sAT5YX8W3xNd1EuqyHw9,progressive house
spotify:artist:3QvuHlyW42Ei3AyGOO4AMT,canadian pop
spotify:artist:38EmEgXkgK51MT2tPY0EoC,adult standards
spotify:artist:4n9KeaJeVwx1408RaOsUgL,vapor soul
spotify:artist:2BNCTgGRuxgSkROKwfJ4r2,indie poptimism
spotify:artist:2BNCTgGRuxgSkROKwfJ4r2,progressive uplifting trance
spotify:artist:4UXqAaa6dQYAk18Lv7PEgX,emo
spotify:artist:4UXqAaa6dQYAk18Lv7PEgX,modern rock
spotify:artist:0sOWdeCYLEoZcMYNyGa3pk,""
spotify:artist:39vA9YljbnOApXKniLWBZv,electropop
spotify:artist:39vA9YljbnOApXKniLWBZv,etherpop
spotify:artist:39vA9YljbnOApXKniLWBZv,indie pop
spotify:artist:39vA9YljbnOApXKniLWBZv,indie rock
spotify:artist:25u4wHJWxCA9vO0CzxAbK7,danish pop
spotify:artist:25u4wHJWxCA9vO0CzxAbK7,pop
spotify:artist:25u4wHJWxCA9vO0CzxAbK7,scandipop
spotify:artist:4EptfQNbPznyvIVtinpFnK,""
spotify:artist:52K4ArhA4OgMO7AsyEgqCT,new romantic
spotify:artist:52K4ArhA4OgMO7AsyEgqCT,new wave
spotify:artist:52K4ArhA4OgMO7AsyEgqCT,new wave pop
spotify:artist:2eDmtsJH4pQksx4CNhlSQ6,irish electronic
spotify:artist:2eDmtsJH4pQksx4CNhlSQ6,tropical house
spotify:artist:2eDmtsJH4pQksx4CNhlSQ6,uk dance
spotify:artist:2HkqD9bmnrPK7mXNMpZQIQ,""
spotify:artist:2uHlq6ERoXk8dqRZmq2OEr,compositional ambient
spotify:artist:43UmVQp9qZILibJ5vHq21k,""
spotify:artist:0C6km4f6Dv86H98Gv1z4Uo,""
spotify:artist:4kI8Ie27vjvonwaB2ePh8T,modern alternative rock
spotify:artist:4kI8Ie27vjvonwaB2ePh8T,modern rock
spotify:artist:4kI8Ie27vjvonwaB2ePh8T,rock
spotify:artist:63v5XfKCQ3evu4ySkziIEZ,""
spotify:artist:4EoSEUWlmLpYGHGNBoThiM,""
spotify:artist:5Rr15NSbi1Xjno1AEP9u21,""
spotify:artist:5nLYd9ST4Cnwy6NHaCxbj8,atl hip hop
spotify:artist:1ng3xz2dyz57Z1WpnzM2G7,plunderphonics
spotify:artist:6Lgfto5TiWLnHMpERQXlB9,australian hip hop
spotify:artist:6Lgfto5TiWLnHMpERQXlB9,australian indigenous
spotify:artist:6Lgfto5TiWLnHMpERQXlB9,australian indigenous hip hop
spotify:artist:6Lgfto5TiWLnHMpERQXlB9,australian underground hip hop
spotify:artist:0yrzenuzq46YnfnkqaAW4D,indie jazz
spotify:artist:0yrzenuzq46YnfnkqaAW4D,neo r&b
spotify:artist:1esyIum2trtiR34sliNlvN,dutch edm
spotify:artist:1esyIum2trtiR34sliNlvN,pop edm
spotify:artist:4G1P9jyp1Qqj3NONg6zyuQ,""
spotify:artist:7fObcBw9VM3x7ntWKCYl0z,pop rap
spotify:artist:3kZdsaTYgaaolNxpnJ4iDe,abstract hip hop
spotify:artist:4HzKw8XcD0piJmDrrPRCYk,canadian contemporary r&b
spotify:artist:4HzKw8XcD0piJmDrrPRCYk,pop
spotify:artist:4HzKw8XcD0piJmDrrPRCYk,r&b
spotify:artist:4HzKw8XcD0piJmDrrPRCYk,trap soul
spotify:artist:2gBjLmx6zQnFGQJCAQpRgw,dance pop
spotify:artist:2gBjLmx6zQnFGQJCAQpRgw,hip hop
spotify:artist:2gBjLmx6zQnFGQJCAQpRgw,pop rap
spotify:artist:2gBjLmx6zQnFGQJCAQpRgw,southern hip hop
spotify:artist:2gBjLmx6zQnFGQJCAQpRgw,st louis rap
spotify:artist:2gBjLmx6zQnFGQJCAQpRgw,urban contemporary
spotify:artist:3g3rPlLZLmOPee8FBJ4oME,""
spotify:artist:0id62QV2SZZfvBn9xpmuCl,pop soul
spotify:artist:0id62QV2SZZfvBn9xpmuCl,r&b
spotify:artist:4yUqy7ZriHOrcenY7R63et,""
spotify:artist:4LAz9VRX8Nat9kvIzgkg2v,alternative rock
spotify:artist:4QQNlI7wulEVIJVotKKplS,""
spotify:artist:2Ohz3BAbalahBYLuM836cd,""
spotify:artist:7bu3H8JO7d0UbMoVzbo70s,new wave
spotify:artist:7bu3H8JO7d0UbMoVzbo70s,permanent wave
spotify:artist:7bu3H8JO7d0UbMoVzbo70s,rock
spotify:artist:7bu3H8JO7d0UbMoVzbo70s,uk post-punk
spotify:artist:293zczrfYafIItmnmM3coR,classic rock
spotify:artist:293zczrfYafIItmnmM3coR,rock
spotify:artist:293zczrfYafIItmnmM3coR,rock-and-roll
spotify:artist:293zczrfYafIItmnmM3coR,rockabilly
spotify:artist:17lzZA2AlOHwCwFALHttmp,atl hip hop
spotify:artist:17lzZA2AlOHwCwFALHttmp,gangster rap
spotify:artist:17lzZA2AlOHwCwFALHttmp,hip hop
spotify:artist:17lzZA2AlOHwCwFALHttmp,pop rap
spotify:artist:17lzZA2AlOHwCwFALHttmp,rap
spotify:artist:17lzZA2AlOHwCwFALHttmp,southern hip hop
spotify:artist:17lzZA2AlOHwCwFALHttmp,trap
spotify:artist:2sRQFLs62KkM8UTW3DjDFM,""
spotify:artist:2kHxkdiKCSnHMkhIgFBZaI,disney
spotify:artist:2kHxkdiKCSnHMkhIgFBZaI,hollywood
spotify:artist:7kdIgG6b9e3DZVmroWzu9w,""
spotify:artist:2EMAnMvWE2eb56ToJVfCWs,kentucky hip hop
spotify:artist:2EMAnMvWE2eb56ToJVfCWs,pop
spotify:artist:2EMAnMvWE2eb56ToJVfCWs,r&b
spotify:artist:2EMAnMvWE2eb56ToJVfCWs,rap
spotify:artist:2EMAnMvWE2eb56ToJVfCWs,trap
spotify:artist:2brNyYQ7GZ2tS4gImCw3LN,""
spotify:artist:3iri9nBFs9e4wN7PLIetAw,pop
spotify:artist:7qXzy6c5RWT0XlVQcOBIDG,german pop
spotify:artist:5RXZsNXzqiiYQq2CExoMI5,melbourne indie
spotify:artist:1y5T3Prq30eW5RkpaUWNOQ,swedish idol pop
spotify:artist:7okSU80WTrn4LXlyXYbX3P,alt z
spotify:artist:7okSU80WTrn4LXlyXYbX3P,gen z singer-songwriter
spotify:artist:7okSU80WTrn4LXlyXYbX3P,pop
spotify:artist:2tT6SE9nGCYXysoJ4qicsZ,vapor soul
spotify:artist:4CuipEvwcoQggmCV8jpKF9,dance pop
spotify:artist:4CuipEvwcoQggmCV8jpKF9,deep groove house
spotify:artist:4CuipEvwcoQggmCV8jpKF9,deep house
spotify:artist:4CuipEvwcoQggmCV8jpKF9,edm
spotify:artist:4CuipEvwcoQggmCV8jpKF9,electro house
spotify:artist:4CuipEvwcoQggmCV8jpKF9,house
spotify:artist:4CuipEvwcoQggmCV8jpKF9,pop dance
spotify:artist:4CuipEvwcoQggmCV8jpKF9,pop edm
spotify:artist:4CuipEvwcoQggmCV8jpKF9,progressive electro house
spotify:artist:4CuipEvwcoQggmCV8jpKF9,progressive house
spotify:artist:4CuipEvwcoQggmCV8jpKF9,tropical house
spotify:artist:21TinSsF5ytwsfdyz5VSVS,alt z
spotify:artist:21TinSsF5ytwsfdyz5VSVS,indie pop
spotify:artist:6oefSx928bMHlRUHrmJfUp,british soul
spotify:artist:5CJnIDc0J0acTPW3B6xJOi,""
spotify:artist:7o267RvinA2fB90Sp8lU7q,""
spotify:artist:4goZmMm5PJIE6kRz70xKdd,social media pop
spotify:artist:2NzUzwt4ifD9PJLAYF0sTN,""
spotify:artist:3ky8xBRraNNzxzXEw6Ga0c,""
spotify:artist:50bLYJ4e3ZR2chodK8oMW9,""
spotify:artist:378dH6EszOLFShpRzAQkVM,bow pop
spotify:artist:378dH6EszOLFShpRzAQkVM,pop violin
spotify:artist:6AskOVL13sRjMWnL45lxp0,tatar pop
spotify:artist:6AskOVL13sRjMWnL45lxp0,zhenskiy rep
spotify:artist:7iZtZyCzp3LItcw1wtPI3D,hip hop
spotify:artist:7iZtZyCzp3LItcw1wtPI3D,melodic rap
spotify:artist:7iZtZyCzp3LItcw1wtPI3D,mississippi hip hop
spotify:artist:7iZtZyCzp3LItcw1wtPI3D,pop rap
spotify:artist:7iZtZyCzp3LItcw1wtPI3D,rap
spotify:artist:7iZtZyCzp3LItcw1wtPI3D,southern hip hop
spotify:artist:7iZtZyCzp3LItcw1wtPI3D,trap
spotify:artist:6icQOAFXDZKsumw3YXyusw,atl hip hop
spotify:artist:6icQOAFXDZKsumw3YXyusw,hip hop
spotify:artist:6icQOAFXDZKsumw3YXyusw,melodic rap
spotify:artist:6icQOAFXDZKsumw3YXyusw,rap
spotify:artist:6icQOAFXDZKsumw3YXyusw,trap
spotify:artist:6icQOAFXDZKsumw3YXyusw,underground hip hop
spotify:artist:6icQOAFXDZKsumw3YXyusw,viral rap
spotify:artist:0mEUqATSCsYZUTyL09kB8g,""
spotify:artist:0Olr5bDiMEkn5Z9eQwUIAq,""
spotify:artist:3haVJx9TUcufYl1rPyH0iv,compositional ambient
spotify:artist:3haVJx9TUcufYl1rPyH0iv,neo-classical
spotify:artist:5geIMZUDvBE9CwP2iBnBuM,""
spotify:artist:2AcUPzkVWo81vumdzeLLRN,downtempo
spotify:artist:2AcUPzkVWo81vumdzeLLRN,indie soul
spotify:artist:2AcUPzkVWo81vumdzeLLRN,indietronica
spotify:artist:2AcUPzkVWo81vumdzeLLRN,shimmer pop
spotify:artist:31ZNfGVEEcI9CyicPVJQni,""
spotify:artist:5zzrJD2jXrE9dZ1AklRFcL,acoustic pop
spotify:artist:5zzrJD2jXrE9dZ1AklRFcL,lilith
spotify:artist:5zzrJD2jXrE9dZ1AklRFcL,neo mellow
spotify:artist:5zzrJD2jXrE9dZ1AklRFcL,pop rock
spotify:artist:5zzrJD2jXrE9dZ1AklRFcL,scottish singer-songwriter
spotify:artist:13saZpZnCDWOI9D4IJhp1f,dance pop
spotify:artist:13saZpZnCDWOI9D4IJhp1f,pop
spotify:artist:2JGZXqXO3nvinz4OL491Dh,danish electropop
spotify:artist:0AWhixY9hX7LEPyPMjh4O0,bronx hip hop
spotify:artist:0AWhixY9hX7LEPyPMjh4O0,east coast hip hop
spotify:artist:0AWhixY9hX7LEPyPMjh4O0,electro
spotify:artist:0AWhixY9hX7LEPyPMjh4O0,old school hip hop
spotify:artist:6hk8VdtnPVIhGZTDqklWy1,abstract hip hop
spotify:artist:59XZadjQTLKKZvwqD2yfce,""
spotify:artist:7qvjtXrbZiHo5l4VuiFlCP,""
spotify:artist:57anmI1X2hXWPrNagFdzZr,ai
spotify:artist:57anmI1X2hXWPrNagFdzZr,alternative dance
spotify:artist:57anmI1X2hXWPrNagFdzZr,chillwave
spotify:artist:57anmI1X2hXWPrNagFdzZr,electropop
spotify:artist:57anmI1X2hXWPrNagFdzZr,indietronica
spotify:artist:57anmI1X2hXWPrNagFdzZr,new rave
spotify:artist:6VXZCpbkwm0W0aPjQR1t4K,indie poptimism
spotify:artist:6VXZCpbkwm0W0aPjQR1t4K,la indie
spotify:artist:6VXZCpbkwm0W0aPjQR1t4K,modern alternative rock
spotify:artist:6VXZCpbkwm0W0aPjQR1t4K,modern rock
spotify:artist:6VXZCpbkwm0W0aPjQR1t4K,shimmer pop
spotify:artist:4tm8SccBoQRoe1qqHGz2o9,""
spotify:artist:4xnMDfgEmXZEEDdITKcGuE,edm
spotify:artist:4xnMDfgEmXZEEDdITKcGuE,electro house
spotify:artist:4xnMDfgEmXZEEDdITKcGuE,electropop
spotify:artist:4xnMDfgEmXZEEDdITKcGuE,pop dance
spotify:artist:4xnMDfgEmXZEEDdITKcGuE,pop edm
spotify:artist:4xnMDfgEmXZEEDdITKcGuE,progressive electro house
spotify:artist:4xnMDfgEmXZEEDdITKcGuE,progressive house
spotify:artist:4xnMDfgEmXZEEDdITKcGuE,tropical house
spotify:artist:7z55f4aJkaPR4EF2BXqsq7,gaming edm
spotify:artist:0UZ1nu3kcdNlCoiKRjmSSY,aussietronica
spotify:artist:0UZ1nu3kcdNlCoiKRjmSSY,australian electropop
spotify:artist:0UZ1nu3kcdNlCoiKRjmSSY,australian pop
spotify:artist:0UZ1nu3kcdNlCoiKRjmSSY,edm
spotify:artist:46GXASE9LHzyssNqKOInUu,nyc pop
spotify:artist:6WjX4pepHwXa85B9KMk0PY,grime
spotify:artist:6WjX4pepHwXa85B9KMk0PY,nopixel
spotify:artist:6WjX4pepHwXa85B9KMk0PY,uk hip hop
spotify:artist:04iRnEWpMluxmkSZ5oQFZ3,complextro
spotify:artist:70kkdajctXSbqSMJbQO424,country dawn
spotify:artist:70kkdajctXSbqSMJbQO424,pop
spotify:artist:70kkdajctXSbqSMJbQO424,texas country
spotify:artist:08tXQoIYsaGlzqdFk7t3JG,""
spotify:artist:1uU7g3DNSbsu0QjSEqZtEd,australian hip hop
spotify:artist:1uU7g3DNSbsu0QjSEqZtEd,viral rap
spotify:artist:6pWdTbfpN654qlN83k3O0P,""
spotify:artist:5DSfdm9JanV5cqM2nzzJsN,german house
spotify:artist:48w6PvCd1MWYSegVsjJ2SA,""
spotify:artist:4dRRQxDsUXpBkGqjS7vNcO,""
spotify:artist:7sUaejnPyYx9rxX6GCuVMc,""
spotify:artist:5BOViiDce7TmuGG49Y05Zi,""
spotify:artist:1hssO6mIBREUt4w6riUeBp,""
spotify:artist:0F0UFgB7Tb0v8SHM5cTLgn,""
spotify:artist:26VFTg2z8YR0cCuwLzESi2,dance pop
spotify:artist:26VFTg2z8YR0cCuwLzESi2,electropop
spotify:artist:26VFTg2z8YR0cCuwLzESi2,etherpop
spotify:artist:26VFTg2z8YR0cCuwLzESi2,indie poptimism
spotify:artist:26VFTg2z8YR0cCuwLzESi2,pop
spotify:artist:1igVsxmGxt1VTKPulM0EuA,""
spotify:artist:5z7jsdhxqvsOxzZxfVF236,bass house
spotify:artist:4Cjsh7anKDaMnQ3YHB1Xwq,indie poptimism
spotify:artist:4Cjsh7anKDaMnQ3YHB1Xwq,indietronica
spotify:artist:5BcAKTbp20cv7tC5VqPFoC,dance pop
spotify:artist:5BcAKTbp20cv7tC5VqPFoC,pop
spotify:artist:5BcAKTbp20cv7tC5VqPFoC,pop rap
spotify:artist:5BcAKTbp20cv7tC5VqPFoC,seattle hip hop
spotify:artist:7KLvNSnHgkHieGlojvCelT,""
spotify:artist:2RDOrhPqAM4jzTRCEb19qX,rap
spotify:artist:2RDOrhPqAM4jzTRCEb19qX,trap
spotify:artist:2RDOrhPqAM4jzTRCEb19qX,underground hip hop
spotify:artist:2RDOrhPqAM4jzTRCEb19qX,vapor trap
spotify:artist:2RDOrhPqAM4jzTRCEb19qX,viral rap
spotify:artist:4k5IxJ3I9INvSLgRI1qs5r,neo r&b
spotify:artist:2GH5uRMxmuAWn90B8DEZU3,bass trap
spotify:artist:3jyaf6LYcbqFHL5ximNM3N,""
spotify:artist:5X13TEIMfRWq9qbWtsXadE,""
spotify:artist:0G5lZVxoMwoY8oV6zR8E7k,""
spotify:artist:3weGdWrlXcB3pcoctU1BDK,gauze pop
spotify:artist:3weGdWrlXcB3pcoctU1BDK,rochester ny indie
spotify:artist:5ut4Nqc0hRian2yV4JVlgK,""
spotify:artist:4WFtYn5RyU8VGPpPyW9Pxw,dance pop
spotify:artist:4WFtYn5RyU8VGPpPyW9Pxw,deep groove house
spotify:artist:4WFtYn5RyU8VGPpPyW9Pxw,edm
spotify:artist:4WFtYn5RyU8VGPpPyW9Pxw,house
spotify:artist:4WFtYn5RyU8VGPpPyW9Pxw,pop dance
spotify:artist:4WFtYn5RyU8VGPpPyW9Pxw,pop edm
spotify:artist:4WFtYn5RyU8VGPpPyW9Pxw,tropical house
spotify:artist:7pl1uzw6zadPcNXN2hc1fM,""
spotify:artist:5pWUVnrc1y0FpWZ6VCy0Hg,social media pop
spotify:artist:695WzpAaXvqDObtBDuLUXC,""
spotify:artist:4FZ3j1oH43e7cukCALsCwf,alternative rock
spotify:artist:4FZ3j1oH43e7cukCALsCwf,blues rock
spotify:artist:4FZ3j1oH43e7cukCALsCwf,garage rock
spotify:artist:4FZ3j1oH43e7cukCALsCwf,garage rock revival
spotify:artist:4FZ3j1oH43e7cukCALsCwf,modern blues rock
spotify:artist:4FZ3j1oH43e7cukCALsCwf,modern rock
spotify:artist:4FZ3j1oH43e7cukCALsCwf,punk blues
spotify:artist:4FZ3j1oH43e7cukCALsCwf,rock
spotify:artist:5HG9Eg7Ik8ZuNtMyGYTxLG,classical piano
spotify:artist:5HG9Eg7Ik8ZuNtMyGYTxLG,french classical piano
spotify:artist:5X83BYTRaFGSoKLknnIpWz,disco house
spotify:artist:5X83BYTRaFGSoKLknnIpWz,funky house
spotify:artist:5X83BYTRaFGSoKLknnIpWz,house
spotify:artist:5X83BYTRaFGSoKLknnIpWz,tropical house
spotify:artist:3kjuyTCjPG1WMFCiyc5IuB,baroque pop
spotify:artist:3kjuyTCjPG1WMFCiyc5IuB,canadian indie
spotify:artist:3kjuyTCjPG1WMFCiyc5IuB,indie rock
spotify:artist:3kjuyTCjPG1WMFCiyc5IuB,modern rock
spotify:artist:3kjuyTCjPG1WMFCiyc5IuB,permanent wave
spotify:artist:3kjuyTCjPG1WMFCiyc5IuB,quebec indie
spotify:artist:3kjuyTCjPG1WMFCiyc5IuB,rock
spotify:artist:4TNk3AroApHY9cXRR4WD7I,""
spotify:artist:1RtzTxvZZdPsVz82rB7BEs,""
spotify:artist:1gRNBaI4yn6wCCTvRhGWh8,adult standards
spotify:artist:1gRNBaI4yn6wCCTvRhGWh8,classic rock
spotify:artist:1gRNBaI4yn6wCCTvRhGWh8,folk
spotify:artist:1gRNBaI4yn6wCCTvRhGWh8,folk rock
spotify:artist:1gRNBaI4yn6wCCTvRhGWh8,mellow gold
spotify:artist:1gRNBaI4yn6wCCTvRhGWh8,singer-songwriter
spotify:artist:1gRNBaI4yn6wCCTvRhGWh8,soft rock
spotify:artist:1jhYVtDuED6sny6BfYdwtO,""
spotify:artist:6XorJwzepd6bzPN8lzIDJB,""
spotify:artist:4n3V7bHjjPqb11n7d0WAVo,new french touch
spotify:artist:0eZipjUat1rbp08ICpxU3S,new french touch
spotify:artist:0eZipjUat1rbp08ICpxU3S,nu disco
spotify:artist:18mzCRQrbmF9fsWQo3TUuE,""
spotify:artist:2U3FuHYvL3vhkbDAXm24Ep,neo soul
spotify:artist:2U3FuHYvL3vhkbDAXm24Ep,uk contemporary r&b
spotify:artist:3o1cwVQfiDWafhYA02k13C,fidget house
spotify:artist:2aOoD3zsuYforFcDvUpZoH,bass trap
spotify:artist:2aOoD3zsuYforFcDvUpZoH,electronic trap
spotify:artist:2aOoD3zsuYforFcDvUpZoH,future bass
spotify:artist:2aOoD3zsuYforFcDvUpZoH,pop edm
spotify:artist:2aOoD3zsuYforFcDvUpZoH,traprun
spotify:artist:2aOoD3zsuYforFcDvUpZoH,vapor twitch
spotify:artist:5SMVzTJyKFJ7TUb46DglcH,afrofuturism
spotify:artist:5SMVzTJyKFJ7TUb46DglcH,funk
spotify:artist:5SMVzTJyKFJ7TUb46DglcH,funk rock
spotify:artist:5SMVzTJyKFJ7TUb46DglcH,p funk
spotify:artist:5SMVzTJyKFJ7TUb46DglcH,soul
spotify:artist:373Zze9JYDrCAfkQZUsOBP,funky house
spotify:artist:373Zze9JYDrCAfkQZUsOBP,funky tech house
spotify:artist:373Zze9JYDrCAfkQZUsOBP,latvian electronic
spotify:artist:1PNvaesh1mkKZucGhBuqgD,art pop
spotify:artist:1PNvaesh1mkKZucGhBuqgD,escape room
spotify:artist:1PNvaesh1mkKZucGhBuqgD,hyperpop
spotify:artist:1PNvaesh1mkKZucGhBuqgD,proto-hyperpop
spotify:artist:3SPEPveuGIJZQPCHmNg4wg,norwegian pop
spotify:artist:7LiVklVR1325BIOqD9kykr,norwegian pop
spotify:artist:7LiVklVR1325BIOqD9kykr,pop dance
spotify:artist:6DkYYBzjkkFZeVJqvZFHLT,""
spotify:artist:2ZsE1ZljCagXVEny7QESmJ,""
spotify:artist:37awA8DFCAnCCL7aqYbDnD,big room
spotify:artist:37awA8DFCAnCCL7aqYbDnD,dutch house
spotify:artist:37awA8DFCAnCCL7aqYbDnD,edm
spotify:artist:37awA8DFCAnCCL7aqYbDnD,electro house
spotify:artist:37awA8DFCAnCCL7aqYbDnD,pop dance
spotify:artist:37awA8DFCAnCCL7aqYbDnD,slap house
spotify:artist:5hXPnS34O3Kq3O8dkaE9FM,halifax indie
spotify:artist:4bU685oayr3KvaP4qdoYdu,""
spotify:artist:6MBRHlJC32dWXZH1GlNfbZ,""
spotify:artist:65erlFc9L0HKWs1WBQGg7b,deep groove house
spotify:artist:4eWvHAcWh3Hq6DYJ9K3mD4,talent show
spotify:artist:0xHewD1ry8hiwjBgZdNcU3,""
spotify:artist:5YCU9eHY4IYTyNa8XRFuw9,""
spotify:artist:6ojG07TiYEmMGfNw1qoU7j,australian dance
spotify:artist:4dHGNdVhBxCJUyMk9dR727,""
spotify:artist:1OXZY2lnrbqKniVddXYipY,""
spotify:artist:6YxrfNCKBcQlbITpmDLErL,electropop
spotify:artist:6YxrfNCKBcQlbITpmDLErL,indie pop rap
spotify:artist:6YxrfNCKBcQlbITpmDLErL,pop edm
spotify:artist:6YxrfNCKBcQlbITpmDLErL,pop rap
spotify:artist:6YxrfNCKBcQlbITpmDLErL,sad rap
spotify:artist:73PTYegu3D1i5vRERzcBhT,""
spotify:artist:5DYAABs8rkY9VhwtENoQCz,neo mellow
spotify:artist:5DYAABs8rkY9VhwtENoQCz,pop rock
spotify:artist:3Z9w6UtrvPO4NIvlRZqACr,""
spotify:artist:6loYKYPgF213qk4n01vq91,""
spotify:artist:2ekaInISzbZNipWYe5y7IU,russian edm
spotify:artist:2ekaInISzbZNipWYe5y7IU,tropical house
spotify:artist:57emG0pZhSfbfskupwZ4Bu,funky tech house
spotify:artist:57emG0pZhSfbfskupwZ4Bu,tech house
spotify:artist:2oBcbbUQy8Md3FYXifyPTF,""
spotify:artist:1abeK6nTH1bQUmfhyfSpPh,tropical house
spotify:artist:1abeK6nTH1bQUmfhyfSpPh,vapor soul
spotify:artist:0yq6uHIfFks9yOURUuCITV,pop soul
spotify:artist:2HjJy1ahkTTZkXTuHpt48P,""
spotify:artist:1fzPKzbxV0zBhhquKXLisN,""
spotify:artist:1zC5fndU0aEvINmBra2M3T,la pop
spotify:artist:5Yh3qHDUeUiyQqn1jmNhT1,""
spotify:artist:64xvudklMEbVYMBocLyHSn,chillwave
spotify:artist:64xvudklMEbVYMBocLyHSn,shimmer pop
spotify:artist:6lQbKezHkug0aJSkAjYYO5,beach house
spotify:artist:6lQbKezHkug0aJSkAjYYO5,pop edm
spotify:artist:6lQbKezHkug0aJSkAjYYO5,swedish tropical house
spotify:artist:35l9BRT7MXmM8bv2WDQiyB,bedroom pop
spotify:artist:35l9BRT7MXmM8bv2WDQiyB,bubblegrunge
spotify:artist:35l9BRT7MXmM8bv2WDQiyB,indie pop
spotify:artist:7lNSjOOwDwqxmWCqK649xo,""
spotify:artist:1HBjj22wzbscIZ9sEb5dyf,dance pop
spotify:artist:1HBjj22wzbscIZ9sEb5dyf,edm
spotify:artist:1HBjj22wzbscIZ9sEb5dyf,pop
spotify:artist:1HBjj22wzbscIZ9sEb5dyf,pop dance
spotify:artist:1HBjj22wzbscIZ9sEb5dyf,tropical house
spotify:artist:1HBjj22wzbscIZ9sEb5dyf,uk dance
spotify:artist:246dkjvS1zLTtiykXe5h60,dfw rap
spotify:artist:246dkjvS1zLTtiykXe5h60,melodic rap
spotify:artist:246dkjvS1zLTtiykXe5h60,rap
spotify:artist:7p24N1hqcZaGRNmaYMCTjx,future bass
spotify:artist:7p24N1hqcZaGRNmaYMCTjx,pop edm
spotify:artist:7p24N1hqcZaGRNmaYMCTjx,vapor twitch
spotify:artist:2CpLIMBoE2ZzyY3ZBCRZ7j,tropical house
spotify:artist:7u1y0p0JWa5qBlohjEwM9J,""
spotify:artist:5WdqBAQhGFCrZvBKXiPIu7,big room
spotify:artist:5WdqBAQhGFCrZvBKXiPIu7,deep tropical house
spotify:artist:5WdqBAQhGFCrZvBKXiPIu7,edm
spotify:artist:5WdqBAQhGFCrZvBKXiPIu7,electro house
spotify:artist:5WdqBAQhGFCrZvBKXiPIu7,pop dance
spotify:artist:5WdqBAQhGFCrZvBKXiPIu7,pop edm
spotify:artist:5WdqBAQhGFCrZvBKXiPIu7,tropical house
spotify:artist:15FyiY3ChN0QRspHIQYq0W,adult standards
spotify:artist:15FyiY3ChN0QRspHIQYq0W,doo-wop
spotify:artist:15FyiY3ChN0QRspHIQYq0W,lounge
spotify:artist:15FyiY3ChN0QRspHIQYq0W,rock-and-roll
spotify:artist:15FyiY3ChN0QRspHIQYq0W,rockabilly
spotify:artist:3vAaWhdBR38Q02ohXqaNHT,modern rock
