id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature
7HbwANSdBmfQYCBvBZgvqJ,0.818,0.651,1.0,-7.894,0.0,0.0605,0.491,0.000726,0.0318,0.254,103.989,audio_features,spotify:track:7HbwANSdBmfQYCBvBZgvqJ,https://api.spotify.com/v1/tracks/7HbwANSdBmfQYCBvBZgvqJ,https://api.spotify.com/v1/audio-analysis/7HbwANSdBmfQYCBvBZgvqJ,211788.0,4.0
02nAkXjQmCrZXm492R7pLa,0.667,0.809,2.0,-8.115,1.0,0.0815,0.107,0.0014,0.187,0.364,126.019,audio_features,spotify:track:02nAkXjQmCrZXm492R7pLa,https://api.spotify.com/v1/tracks/02nAkXjQmCrZXm492R7pLa,https://api.spotify.com/v1/audio-analysis/02nAkXjQmCrZXm492R7pLa,200000.0,4.0
21QdVw8LviPfxOlTXvIPaA,0.717,0.637,0.0,-3.401,0.0,0.0347,0.25,0.306,0.347,0.392,119.951,audio_features,spotify:track:21QdVw8LviPfxOlTXvIPaA,https://api.spotify.com/v1/tracks/21QdVw8LviPfxOlTXvIPaA,https://api.spotify.com/v1/audio-analysis/21QdVw8LviPfxOlTXvIPaA,246000.0,3.0
6jvQYpOBLrlIUC1K7woQMi,0.642,0.719,7.0,-5.377,1.0,0.0334,0.081,0.0,0.101,0.975,103.929,audio_features,spotify:track:6jvQYpOBLrlIUC1K7woQMi,https://api.spotify.com/v1/tracks/6jvQYpOBLrlIUC1K7woQMi,https://api.spotify.com/v1/audio-analysis/6jvQYpOBLrlIUC1K7woQMi,142253.0,4.0
3dEFa9KjOLEZl980ctEEv1,0.564,0.923,9.0,-3.843,0.0,0.0325,0.00147,0.0,0.277,0.587,141.991,audio_features,spotify:track:3dEFa9KjOLEZl980ctEEv1,https://api.spotify.com/v1/tracks/3dEFa9KjOLEZl980ctEEv1,https://api.spotify.com/v1/audio-analysis/3dEFa9KjOLEZl980ctEEv1,234526.0,4.0
5ctXZyWLbYyUSpPOdlKTlj,0.716,0.729,6.0,-5.726,0.0,0.0375,0.00532,0.000597,0.313,0.498,124.003,audio_features,spotify:track:5ctXZyWLbYyUSpPOdlKTlj,https://api.spotify.com/v1/tracks/5ctXZyWLbYyUSpPOdlKTlj,https://api.spotify.com/v1/audio-analysis/5ctXZyWLbYyUSpPOdlKTlj,182126.0,4.0
4fTPPYBKqvVXd57vZkty0l,0.564,0.795,1.0,-6.63,0.0,0.0605,0.0209,4.94e-06,0.0916,0.155,125.986,audio_features,spotify:track:4fTPPYBKqvVXd57vZkty0l,https://api.spotify.com/v1/tracks/4fTPPYBKqvVXd57vZkty0l,https://api.spotify.com/v1/audio-analysis/4fTPPYBKqvVXd57vZkty0l,217760.0,4.0
7LAz3xocYylGmDxsdGkcn1,0.626,0.938,7.0,-3.005,1.0,0.0944,0.0039,0.000452,0.599,0.518,124.932,audio_features,spotify:track:7LAz3xocYylGmDxsdGkcn1,https://api.spotify.com/v1/tracks/7LAz3xocYylGmDxsdGkcn1,https://api.spotify.com/v1/audio-analysis/7LAz3xocYylGmDxsdGkcn1,203907.0,4.0
0NcSke69EToRbuJ66arUDW,0.715,0.636,0.0,-3.4,0.0,0.035,0.249,0.334,0.348,0.404,119.969,audio_features,spotify:track:0NcSke69EToRbuJ66arUDW,https://api.spotify.com/v1/tracks/0NcSke69EToRbuJ66arUDW,https://api.spotify.com/v1/audio-analysis/0NcSke69EToRbuJ66arUDW,246000.0,3.0
4vxjYgy7DNCWmlyyAmk3m5,0.431,0.806,11.0,-4.788,0.0,0.0374,0.197,6.89e-06,0.348,0.146,114.057,audio_features,spotify:track:4vxjYgy7DNCWmlyyAmk3m5,https://api.spotify.com/v1/tracks/4vxjYgy7DNCWmlyyAmk3m5,https://api.spotify.com/v1/audio-analysis/4vxjYgy7DNCWmlyyAmk3m5,190278.0,4.0
6BnONjR7itGMEqwxKTIlRM,0.653,0.822,0.0,-4.857,1.0,0.033,0.00021,0.0047,0.0838,0.762,117.949,audio_features,spotify:track:6BnONjR7itGMEqwxKTIlRM,https://api.spotify.com/v1/tracks/6BnONjR7itGMEqwxKTIlRM,https://api.spotify.com/v1/audio-analysis/6BnONjR7itGMEqwxKTIlRM,192790.0,5.0
0bTDn1Cg64Uhlt6rcXiX8B,0.545,0.911,10.0,-3.545,1.0,0.348,0.08,4.77e-05,0.0819,0.521,104.137,audio_features,spotify:track:0bTDn1Cg64Uhlt6rcXiX8B,https://api.spotify.com/v1/tracks/0bTDn1Cg64Uhlt6rcXiX8B,https://api.spotify.com/v1/audio-analysis/0bTDn1Cg64Uhlt6rcXiX8B,200769.0,4.0
0dyoBdDdgJa8rDQJKeHtGu,0.545,0.776,4.0,-6.951,0.0,0.0291,9.61e-05,0.893,0.23,0.0627,124.924,audio_features,spotify:track:0dyoBdDdgJa8rDQJKeHtGu,https://api.spotify.com/v1/tracks/0dyoBdDdgJa8rDQJKeHtGu,https://api.spotify.com/v1/audio-analysis/0dyoBdDdgJa8rDQJKeHtGu,78680.0,4.0
75ylrnob5O80WTKi9ugZ1Z,0.72,0.658,2.0,-7.414,1.0,0.0446,0.0329,0.0302,0.123,0.134,98.001,audio_features,spotify:track:75ylrnob5O80WTKi9ugZ1Z,https://api.spotify.com/v1/tracks/75ylrnob5O80WTKi9ugZ1Z,https://api.spotify.com/v1/audio-analysis/75ylrnob5O80WTKi9ugZ1Z,171898.0,4.0
0kOUusNPraZGQfqcnA1zoP,0.586,0.542,5.0,-6.883,1.0,0.185,0.0254,2.1e-06,0.131,0.43,125.078,audio_features,spotify:track:0kOUusNPraZGQfqcnA1zoP,https://api.spotify.com/v1/tracks/0kOUusNPraZGQfqcnA1zoP,https://api.spotify.com/v1/audio-analysis/0kOUusNPraZGQfqcnA1zoP,176947.0,4.0
14W1QY0DIY6U0g0IWdYpmk,0.654,0.686,1.0,-5.0,1.0,0.0737,0.108,0.0,0.136,0.661,110.214,audio_features,spotify:track:14W1QY0DIY6U0g0IWdYpmk,https://api.spotify.com/v1/tracks/14W1QY0DIY6U0g0IWdYpmk,https://api.spotify.com/v1/audio-analysis/14W1QY0DIY6U0g0IWdYpmk,178501.0,4.0
4vJAhLLHcgPeR3pQopGaIG,0.482,0.727,9.0,-5.988,0.0,0.0346,0.0441,0.0,0.0921,0.378,79.974,audio_features,spotify:track:4vJAhLLHcgPeR3pQopGaIG,https://api.spotify.com/v1/tracks/4vJAhLLHcgPeR3pQopGaIG,https://api.spotify.com/v1/audio-analysis/4vJAhLLHcgPeR3pQopGaIG,298453.0,4.0
7fPHfBCyKE3aVCBjE4DAvl,0.48,0.682,7.0,-4.94,1.0,0.13,0.0696,0.0,0.0463,0.506,167.939,audio_features,spotify:track:7fPHfBCyKE3aVCBjE4DAvl,https://api.spotify.com/v1/tracks/7fPHfBCyKE3aVCBjE4DAvl,https://api.spotify.com/v1/audio-analysis/7fPHfBCyKE3aVCBjE4DAvl,235653.0,3.0
6GIRtKNXokeu25nn7U6Hu8,0.564,0.747,5.0,-3.374,1.0,0.0584,0.0728,0.0,0.151,0.717,97.878,audio_features,spotify:track:6GIRtKNXokeu25nn7U6Hu8,https://api.spotify.com/v1/tracks/6GIRtKNXokeu25nn7U6Hu8,https://api.spotify.com/v1/audio-analysis/6GIRtKNXokeu25nn7U6Hu8,165767.0,4.0
2iUmqdfGZcHIhS3b9E9EWq,0.471,0.924,8.0,-3.906,1.0,0.0586,0.00301,0.0,0.313,0.725,154.961,audio_features,spotify:track:2iUmqdfGZcHIhS3b9E9EWq,https://api.spotify.com/v1/tracks/2iUmqdfGZcHIhS3b9E9EWq,https://api.spotify.com/v1/audio-analysis/2iUmqdfGZcHIhS3b9E9EWq,177280.0,4.0
15uFqHGAOvaGCqikvgiW6w,0.722,0.635,6.0,-9.6,0.0,0.0419,0.141,0.000873,0.3,0.53,123.999,audio_features,spotify:track:15uFqHGAOvaGCqikvgiW6w,https://api.spotify.com/v1/tracks/15uFqHGAOvaGCqikvgiW6w,https://api.spotify.com/v1/audio-analysis/15uFqHGAOvaGCqikvgiW6w,221421.0,4.0
6tfb2ZH1L2snTmLQeqtMhZ,0.3,0.0109,1.0,-28.419,1.0,0.0432,0.99,0.925,0.101,0.0392,88.697,audio_features,spotify:track:6tfb2ZH1L2snTmLQeqtMhZ,https://api.spotify.com/v1/tracks/6tfb2ZH1L2snTmLQeqtMhZ,https://api.spotify.com/v1/audio-analysis/6tfb2ZH1L2snTmLQeqtMhZ,401093.0,3.0
4CTpqO8GXASXFlcoIjGe56,0.797,0.554,9.0,-7.773,1.0,0.0551,0.0423,0.875,0.0896,0.0389,124.009,audio_features,spotify:track:4CTpqO8GXASXFlcoIjGe56,https://api.spotify.com/v1/tracks/4CTpqO8GXASXFlcoIjGe56,https://api.spotify.com/v1/audio-analysis/4CTpqO8GXASXFlcoIjGe56,238064.0,4.0
7xJLSbbpCWhJnNGQqKfQVz,0.72,0.915,7.0,-5.584,0.0,0.0556,0.019,0.74,0.117,0.485,123.007,audio_features,spotify:track:7xJLSbbpCWhJnNGQqKfQVz,https://api.spotify.com/v1/tracks/7xJLSbbpCWhJnNGQqKfQVz,https://api.spotify.com/v1/audio-analysis/7xJLSbbpCWhJnNGQqKfQVz,282317.0,4.0
4agspze1oj6HAw7EbL9wW2,0.355,0.867,2.0,-3.144,1.0,0.0738,0.00664,0.554,0.323,0.295,142.849,audio_features,spotify:track:4agspze1oj6HAw7EbL9wW2,https://api.spotify.com/v1/tracks/4agspze1oj6HAw7EbL9wW2,https://api.spotify.com/v1/audio-analysis/4agspze1oj6HAw7EbL9wW2,180133.0,4.0
0R5GHstZfGdRcfXrAcL7Sd,0.663,0.563,6.0,-8.072,1.0,0.309,0.483,0.0,0.0825,0.551,80.013,audio_features,spotify:track:0R5GHstZfGdRcfXrAcL7Sd,https://api.spotify.com/v1/tracks/0R5GHstZfGdRcfXrAcL7Sd,https://api.spotify.com/v1/audio-analysis/0R5GHstZfGdRcfXrAcL7Sd,159750.0,4.0
773mzt4GHA1ogZvCZWWeGu,0.643,0.891,6.0,-4.147,0.0,0.0592,0.0696,0.0,0.317,0.909,91.998,audio_features,spotify:track:773mzt4GHA1ogZvCZWWeGu,https://api.spotify.com/v1/tracks/773mzt4GHA1ogZvCZWWeGu,https://api.spotify.com/v1/audio-analysis/773mzt4GHA1ogZvCZWWeGu,189453.0,4.0
5xgZy6Sg6TwlVGyardvT4s,0.677,0.739,5.0,-5.304,0.0,0.0446,0.0818,4.07e-05,0.0911,0.159,98.03,audio_features,spotify:track:5xgZy6Sg6TwlVGyardvT4s,https://api.spotify.com/v1/tracks/5xgZy6Sg6TwlVGyardvT4s,https://api.spotify.com/v1/audio-analysis/5xgZy6Sg6TwlVGyardvT4s,232500.0,4.0
6a4CIaD40JYYDc4f1yul5o,0.823,0.634,0.0,-7.19,1.0,0.0497,0.0385,0.00107,0.0878,0.871,132.001,audio_features,spotify:track:6a4CIaD40JYYDc4f1yul5o,https://api.spotify.com/v1/tracks/6a4CIaD40JYYDc4f1yul5o,https://api.spotify.com/v1/audio-analysis/6a4CIaD40JYYDc4f1yul5o,278362.0,4.0
31I568auQdhEWVZ5xLMbVe,0.724,0.657,0.0,-6.293,1.0,0.0294,0.0845,0.653,0.257,0.83,124.018,audio_features,spotify:track:31I568auQdhEWVZ5xLMbVe,https://api.spotify.com/v1/tracks/31I568auQdhEWVZ5xLMbVe,https://api.spotify.com/v1/audio-analysis/31I568auQdhEWVZ5xLMbVe,231255.0,4.0
2ia7iiEtpiOL2ZVuWxBZGB,0.753,0.801,4.0,-3.215,1.0,0.0296,0.403,0.0,0.128,0.794,128.011,audio_features,spotify:track:2ia7iiEtpiOL2ZVuWxBZGB,https://api.spotify.com/v1/tracks/2ia7iiEtpiOL2ZVuWxBZGB,https://api.spotify.com/v1/audio-analysis/2ia7iiEtpiOL2ZVuWxBZGB,203467.0,4.0
1SHA4IJyiyNobDOrQzFFXy,0.751,0.713,1.0,-7.333,1.0,0.0544,0.156,9.59e-05,0.0508,0.906,100.856,audio_features,spotify:track:1SHA4IJyiyNobDOrQzFFXy,https://api.spotify.com/v1/tracks/1SHA4IJyiyNobDOrQzFFXy,https://api.spotify.com/v1/audio-analysis/1SHA4IJyiyNobDOrQzFFXy,190802.0,4.0
2jzNDwRu84ZEMIjCqFGkHs,0.698,0.808,11.0,-5.732,1.0,0.0474,0.0281,4.78e-05,0.54,0.921,124.036,audio_features,spotify:track:2jzNDwRu84ZEMIjCqFGkHs,https://api.spotify.com/v1/tracks/2jzNDwRu84ZEMIjCqFGkHs,https://api.spotify.com/v1/audio-analysis/2jzNDwRu84ZEMIjCqFGkHs,192124.0,4.0
5LQxAp0ZqRpKcfwPHS0xHb,0.372,0.539,7.0,-4.941,1.0,0.0324,0.605,0.000616,0.177,0.0825,129.808,audio_features,spotify:track:5LQxAp0ZqRpKcfwPHS0xHb,https://api.spotify.com/v1/tracks/5LQxAp0ZqRpKcfwPHS0xHb,https://api.spotify.com/v1/audio-analysis/5LQxAp0ZqRpKcfwPHS0xHb,334817.0,4.0
0BiGd2FNDQ0eh79ZHfp6tS,0.728,0.794,1.0,-3.992,1.0,0.0635,0.148,0.0,0.0688,0.523,112.071,audio_features,spotify:track:0BiGd2FNDQ0eh79ZHfp6tS,https://api.spotify.com/v1/tracks/0BiGd2FNDQ0eh79ZHfp6tS,https://api.spotify.com/v1/audio-analysis/0BiGd2FNDQ0eh79ZHfp6tS,194360.0,4.0
6uBhi9gBXWjanegOb2Phh0,0.69,0.622,5.0,-5.025,0.0,0.0622,0.253,0.0,0.116,0.544,102.04,audio_features,spotify:track:6uBhi9gBXWjanegOb2Phh0,https://api.spotify.com/v1/tracks/6uBhi9gBXWjanegOb2Phh0,https://api.spotify.com/v1/audio-analysis/6uBhi9gBXWjanegOb2Phh0,210091.0,4.0
4iZPNYqzI2L0uwuUKun7Aa,0.679,0.662,8.0,-6.069,0.0,0.174,0.155,0.0,0.152,0.438,99.879,audio_features,spotify:track:4iZPNYqzI2L0uwuUKun7Aa,https://api.spotify.com/v1/tracks/4iZPNYqzI2L0uwuUKun7Aa,https://api.spotify.com/v1/audio-analysis/4iZPNYqzI2L0uwuUKun7Aa,222801.0,4.0
4k4BYoSjcz8vU78CvnB14K,0.658,0.696,7.0,-8.163,1.0,0.0363,0.195,0.0147,0.108,0.226,106.996,audio_features,spotify:track:4k4BYoSjcz8vU78CvnB14K,https://api.spotify.com/v1/tracks/4k4BYoSjcz8vU78CvnB14K,https://api.spotify.com/v1/audio-analysis/4k4BYoSjcz8vU78CvnB14K,218173.0,4.0
6cz1bXggDJYJaNuTQBtjsK,0.667,0.517,7.0,-7.088,1.0,0.0429,0.183,0.0,0.0878,0.557,191.999,audio_features,spotify:track:6cz1bXggDJYJaNuTQBtjsK,https://api.spotify.com/v1/tracks/6cz1bXggDJYJaNuTQBtjsK,https://api.spotify.com/v1/audio-analysis/6cz1bXggDJYJaNuTQBtjsK,197467.0,4.0
1EzrEOXmMH3G43AXT1y7pA,0.703,0.444,11.0,-9.331,1.0,0.0417,0.559,0.0,0.0973,0.712,150.96,audio_features,spotify:track:1EzrEOXmMH3G43AXT1y7pA,https://api.spotify.com/v1/tracks/1EzrEOXmMH3G43AXT1y7pA,https://api.spotify.com/v1/audio-analysis/1EzrEOXmMH3G43AXT1y7pA,242947.0,4.0
0pbRGnuNNOVjdOlgRwmkey,0.576,0.783,1.0,-5.712,1.0,0.0618,0.143,0.0,0.194,0.717,93.735,audio_features,spotify:track:0pbRGnuNNOVjdOlgRwmkey,https://api.spotify.com/v1/tracks/0pbRGnuNNOVjdOlgRwmkey,https://api.spotify.com/v1/audio-analysis/0pbRGnuNNOVjdOlgRwmkey,202013.0,4.0
57ef886Y0RQDGLm2jvmYEq,0.886,0.578,11.0,-8.826,1.0,0.0381,0.418,0.000181,0.0761,0.69,114.015,audio_features,spotify:track:57ef886Y0RQDGLm2jvmYEq,https://api.spotify.com/v1/tracks/57ef886Y0RQDGLm2jvmYEq,https://api.spotify.com/v1/audio-analysis/57ef886Y0RQDGLm2jvmYEq,313684.0,4.0
1U1OeyPu6frcUUrSZ14PjH,0.819,0.44,6.0,-10.801,1.0,0.178,0.213,0.0364,0.102,0.814,116.717,audio_features,spotify:track:1U1OeyPu6frcUUrSZ14PjH,https://api.spotify.com/v1/tracks/1U1OeyPu6frcUUrSZ14PjH,https://api.spotify.com/v1/audio-analysis/1U1OeyPu6frcUUrSZ14PjH,275987.0,4.0
6H4HRR3kRteksf8SFnrSCh,0.714,0.794,7.0,-7.101,0.0,0.0824,0.00442,0.00183,0.063,0.496,125.015,audio_features,spotify:track:6H4HRR3kRteksf8SFnrSCh,https://api.spotify.com/v1/tracks/6H4HRR3kRteksf8SFnrSCh,https://api.spotify.com/v1/audio-analysis/6H4HRR3kRteksf8SFnrSCh,297090.0,4.0
3HlMawlrt0QUY1Fynv4upQ,0.731,0.778,8.0,-5.803,0.0,0.0473,0.0212,0.000169,0.473,0.761,125.03,audio_features,spotify:track:3HlMawlrt0QUY1Fynv4upQ,https://api.spotify.com/v1/tracks/3HlMawlrt0QUY1Fynv4upQ,https://api.spotify.com/v1/audio-analysis/3HlMawlrt0QUY1Fynv4upQ,257354.0,4.0
2HWjIxtutUbMoZxqG9hF3T,0.853,0.615,2.0,-5.522,0.0,0.0518,0.359,0.0325,0.0549,0.811,112.486,audio_features,spotify:track:2HWjIxtutUbMoZxqG9hF3T,https://api.spotify.com/v1/tracks/2HWjIxtutUbMoZxqG9hF3T,https://api.spotify.com/v1/audio-analysis/2HWjIxtutUbMoZxqG9hF3T,282547.0,4.0
4b5zHcRQPBSTcT10PMHKEa,0.471,0.205,3.0,-12.559,1.0,0.0364,0.919,0.0,0.122,0.259,167.706,audio_features,spotify:track:4b5zHcRQPBSTcT10PMHKEa,https://api.spotify.com/v1/tracks/4b5zHcRQPBSTcT10PMHKEa,https://api.spotify.com/v1/audio-analysis/4b5zHcRQPBSTcT10PMHKEa,201520.0,4.0
4GQGLGZm3iDA4z5ejGPBVK,0.83,0.704,11.0,-3.926,0.0,0.0469,0.0101,0.000186,0.031,0.742,114.037,audio_features,spotify:track:4GQGLGZm3iDA4z5ejGPBVK,https://api.spotify.com/v1/tracks/4GQGLGZm3iDA4z5ejGPBVK,https://api.spotify.com/v1/audio-analysis/4GQGLGZm3iDA4z5ejGPBVK,228289.0,4.0
4pdPtRcBmOSQDlJ3Fk945m,0.476,0.718,8.0,-5.309,1.0,0.0576,0.0784,1.02e-05,0.122,0.142,199.864,audio_features,spotify:track:4pdPtRcBmOSQDlJ3Fk945m,https://api.spotify.com/v1/tracks/4pdPtRcBmOSQDlJ3Fk945m,https://api.spotify.com/v1/audio-analysis/4pdPtRcBmOSQDlJ3Fk945m,205947.0,4.0
77ruKTl1iJesah6on5o81v,0.504,0.814,5.0,-5.346,0.0,0.0389,0.135,1.42e-05,0.324,0.596,149.967,audio_features,spotify:track:77ruKTl1iJesah6on5o81v,https://api.spotify.com/v1/tracks/77ruKTl1iJesah6on5o81v,https://api.spotify.com/v1/audio-analysis/77ruKTl1iJesah6on5o81v,176613.0,4.0
2CjIKPKZZ4QYGZlIfyfeXO,0.521,0.831,8.0,-4.07,1.0,0.0608,0.00216,0.0,0.18,0.207,108.008,audio_features,spotify:track:2CjIKPKZZ4QYGZlIfyfeXO,https://api.spotify.com/v1/tracks/2CjIKPKZZ4QYGZlIfyfeXO,https://api.spotify.com/v1/audio-analysis/2CjIKPKZZ4QYGZlIfyfeXO,185278.0,4.0
1SWtzh0fKCtJsEr81LQBwK,0.842,0.642,11.0,-8.362,0.0,0.0622,0.0766,0.000192,0.0232,0.919,124.009,audio_features,spotify:track:1SWtzh0fKCtJsEr81LQBwK,https://api.spotify.com/v1/tracks/1SWtzh0fKCtJsEr81LQBwK,https://api.spotify.com/v1/audio-analysis/1SWtzh0fKCtJsEr81LQBwK,359013.0,4.0
2s9C5THb9llwyVXtjveV4E,0.798,0.443,10.0,-9.21,1.0,0.12,0.437,4.78e-06,0.065,0.481,110.027,audio_features,spotify:track:2s9C5THb9llwyVXtjveV4E,https://api.spotify.com/v1/tracks/2s9C5THb9llwyVXtjveV4E,https://api.spotify.com/v1/audio-analysis/2s9C5THb9llwyVXtjveV4E,228000.0,4.0
3ZUMC5OazTA8QtLpdlPdz9,0.575,0.971,8.0,-3.261,1.0,0.11,0.425,3.4e-06,0.105,0.764,106.052,audio_features,spotify:track:3ZUMC5OazTA8QtLpdlPdz9,https://api.spotify.com/v1/tracks/3ZUMC5OazTA8QtLpdlPdz9,https://api.spotify.com/v1/audio-analysis/3ZUMC5OazTA8QtLpdlPdz9,175080.0,4.0
2ODONUUZLg7kyEoRIDJKv3,0.745,0.918,4.0,-4.988,0.0,0.3,0.361,0.000808,0.204,0.467,129.955,audio_features,spotify:track:2ODONUUZLg7kyEoRIDJKv3,https://api.spotify.com/v1/tracks/2ODONUUZLg7kyEoRIDJKv3,https://api.spotify.com/v1/audio-analysis/2ODONUUZLg7kyEoRIDJKv3,221538.0,4.0
3xEqegrcyQtfhWeEMnDyCG,0.945,0.546,8.0,-6.109,1.0,0.0519,0.119,0.000519,0.121,0.962,120.004,audio_features,spotify:track:3xEqegrcyQtfhWeEMnDyCG,https://api.spotify.com/v1/tracks/3xEqegrcyQtfhWeEMnDyCG,https://api.spotify.com/v1/audio-analysis/3xEqegrcyQtfhWeEMnDyCG,197467.0,4.0
1toZpxfcMXfDNllcsHHnBg,0.675,0.811,5.0,-5.755,0.0,0.0595,0.0481,6.28e-05,0.166,0.211,124.959,audio_features,spotify:track:1toZpxfcMXfDNllcsHHnBg,https://api.spotify.com/v1/tracks/1toZpxfcMXfDNllcsHHnBg,https://api.spotify.com/v1/audio-analysis/1toZpxfcMXfDNllcsHHnBg,188170.0,4.0
4fZfIJC86NiTIQJACILG3i,0.765,0.681,0.0,-5.179,0.0,0.0413,0.00436,0.259,0.0567,0.749,110.012,audio_features,spotify:track:4fZfIJC86NiTIQJACILG3i,https://api.spotify.com/v1/tracks/4fZfIJC86NiTIQJACILG3i,https://api.spotify.com/v1/audio-analysis/4fZfIJC86NiTIQJACILG3i,264291.0,4.0
7nMF1VbVwuX57l0EOxp8cd,0.915,0.711,11.0,-5.179,0.0,0.0619,0.354,0.000554,0.0987,0.5,117.979,audio_features,spotify:track:7nMF1VbVwuX57l0EOxp8cd,https://api.spotify.com/v1/tracks/7nMF1VbVwuX57l0EOxp8cd,https://api.spotify.com/v1/audio-analysis/7nMF1VbVwuX57l0EOxp8cd,189173.0,4.0
2LR7ba5oU2T0Nk3J2qs33M,0.944,0.533,8.0,-6.126,1.0,0.0542,0.13,0.000371,0.156,0.963,120.002,audio_features,spotify:track:2LR7ba5oU2T0Nk3J2qs33M,https://api.spotify.com/v1/tracks/2LR7ba5oU2T0Nk3J2qs33M,https://api.spotify.com/v1/audio-analysis/2LR7ba5oU2T0Nk3J2qs33M,197467.0,4.0
7vfWgVGiLgnGbInU5lvSQg,0.673,0.79,7.0,-4.663,0.0,0.0893,0.037,9.95e-06,0.0875,0.705,102.013,audio_features,spotify:track:7vfWgVGiLgnGbInU5lvSQg,https://api.spotify.com/v1/tracks/7vfWgVGiLgnGbInU5lvSQg,https://api.spotify.com/v1/audio-analysis/7vfWgVGiLgnGbInU5lvSQg,199227.0,4.0
6K3kOF05SrwfbAGcwqU4s8,0.717,0.637,0.0,-3.401,0.0,0.0347,0.25,0.306,0.347,0.392,119.951,audio_features,spotify:track:6K3kOF05SrwfbAGcwqU4s8,https://api.spotify.com/v1/tracks/6K3kOF05SrwfbAGcwqU4s8,https://api.spotify.com/v1/audio-analysis/6K3kOF05SrwfbAGcwqU4s8,246000.0,3.0
1UPyhGntpIx9jGJ5UVtKVS,0.581,0.877,3.0,-3.595,0.0,0.0486,0.0172,0.0,0.248,0.35,127.952,audio_features,spotify:track:1UPyhGntpIx9jGJ5UVtKVS,https://api.spotify.com/v1/tracks/1UPyhGntpIx9jGJ5UVtKVS,https://api.spotify.com/v1/audio-analysis/1UPyhGntpIx9jGJ5UVtKVS,189375.0,4.0
09D8BeAoFY4qjInOV46f8h,0.771,0.71,6.0,-3.196,1.0,0.0343,0.312,5.08e-06,0.048,0.399,127.994,audio_features,spotify:track:09D8BeAoFY4qjInOV46f8h,https://api.spotify.com/v1/tracks/09D8BeAoFY4qjInOV46f8h,https://api.spotify.com/v1/audio-analysis/09D8BeAoFY4qjInOV46f8h,173963.0,4.0
1p69Smtz1X3HDxcebmd2cr,0.655,0.696,11.0,-8.534,0.0,0.137,0.285,0.026,0.151,0.659,80.016,audio_features,spotify:track:1p69Smtz1X3HDxcebmd2cr,https://api.spotify.com/v1/tracks/1p69Smtz1X3HDxcebmd2cr,https://api.spotify.com/v1/audio-analysis/1p69Smtz1X3HDxcebmd2cr,278206.0,4.0
0VjIjW4GlUZAMYd2vXMi3b,0.514,0.73,1.0,-5.934,1.0,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005,audio_features,spotify:track:0VjIjW4GlUZAMYd2vXMi3b,https://api.spotify.com/v1/tracks/0VjIjW4GlUZAMYd2vXMi3b,https://api.spotify.com/v1/audio-analysis/0VjIjW4GlUZAMYd2vXMi3b,200040.0,4.0
7N0dWrGwNFWXVxxT0t8Zww,0.718,0.705,1.0,-8.436,0.0,0.0435,0.1,0.00017,0.295,0.174,126.047,audio_features,spotify:track:7N0dWrGwNFWXVxxT0t8Zww,https://api.spotify.com/v1/tracks/7N0dWrGwNFWXVxxT0t8Zww,https://api.spotify.com/v1/audio-analysis/7N0dWrGwNFWXVxxT0t8Zww,185150.0,4.0
13CR9dPNbuH2li1xaepFe0,0.608,0.668,7.0,-9.935,1.0,0.0242,0.206,0.000225,0.325,0.907,97.914,audio_features,spotify:track:13CR9dPNbuH2li1xaepFe0,https://api.spotify.com/v1/tracks/13CR9dPNbuH2li1xaepFe0,https://api.spotify.com/v1/audio-analysis/13CR9dPNbuH2li1xaepFe0,283320.0,4.0
4dqnFd0dfgh4HgZ1w3AGTE,0.71,0.61,3.0,-6.316,1.0,0.0271,0.0371,0.00178,0.133,0.457,125.018,audio_features,spotify:track:4dqnFd0dfgh4HgZ1w3AGTE,https://api.spotify.com/v1/tracks/4dqnFd0dfgh4HgZ1w3AGTE,https://api.spotify.com/v1/audio-analysis/4dqnFd0dfgh4HgZ1w3AGTE,195840.0,4.0
65LMre3AmSBiaHhdw7l57l,0.64,0.292,3.0,-11.706,1.0,0.0468,0.336,0.000628,0.436,0.491,155.074,audio_features,spotify:track:65LMre3AmSBiaHhdw7l57l,https://api.spotify.com/v1/tracks/65LMre3AmSBiaHhdw7l57l,https://api.spotify.com/v1/audio-analysis/65LMre3AmSBiaHhdw7l57l,197032.0,4.0
7ahcfITUXa1W8OH9AXWWTx,0.772,0.716,7.0,-6.037,0.0,0.0339,0.0468,0.378,0.12,0.568,117.994,audio_features,spotify:track:7ahcfITUXa1W8OH9AXWWTx,https://api.spotify.com/v1/tracks/7ahcfITUXa1W8OH9AXWWTx,https://api.spotify.com/v1/audio-analysis/7ahcfITUXa1W8OH9AXWWTx,296092.0,4.0
2gTbBb3rKOFewkdP4siw3g,0.727,0.778,2.0,-6.966,1.0,0.0289,0.0724,0.301,0.102,0.795,128.994,audio_features,spotify:track:2gTbBb3rKOFewkdP4siw3g,https://api.spotify.com/v1/tracks/2gTbBb3rKOFewkdP4siw3g,https://api.spotify.com/v1/audio-analysis/2gTbBb3rKOFewkdP4siw3g,390698.0,4.0
