id,genres,name,popularity,type,uri,total_followers
0xieWK2RIWOx51xoK8bw3W,"",Cameo Club,31,artist,spotify:artist:0xieWK2RIWOx51xoK8bw3W,1420
6t9tbRO9Lv6Oq6xtVwfdrn,scandipop,Theresa Rex,52,artist,spotify:artist:6t9tbRO9Lv6Oq6xtVwfdrn,6742
2r7POU2f5jV6x3k4vsNwrM,vocal trance,Fiora,51,artist,spotify:artist:2r7POU2f5jV6x3k4vsNwrM,10052
1D74ljazHPjT8n7QadeEpW,"",Palm Vision,8,artist,spotify:artist:1D74ljazHPjT8n7QadeEpW,916
32dMO8Xi2BWbLTPDsRwyJH,"",PG-13,13,artist,spotify:artist:32dMO8Xi2BWbLTPDsRwyJH,97
3GSz1i8rmjLTqlKTJ2XuMH,"",Niklas Gustavsson,26,artist,spotify:artist:3GSz1i8rmjLTqlKTJ2XuMH,2277
6PjDCeZZmEgmlenl4Bf5Pr,"",Fancy Feelings,41,artist,spotify:artist:6PjDCeZZmEgmlenl4Bf5Pr,1102
75YKjS7LsG6tu8cPx5iLky,"",Kool Skool & the Rock Collective,1,artist,spotify:artist:75YKjS7LsG6tu8cPx5iLky,64
2rBIJIECWuDEzaiewMf0Kr,indie electropop,loren north,35,artist,spotify:artist:2rBIJIECWuDEzaiewMf0Kr,5882
1HY2Jd0NmPuamShAr6KMms,art pop;dance pop;pop,Lady Gaga,86,artist,spotify:artist:1HY2Jd0NmPuamShAr6KMms,24197537
4cxzGdmQtUZJL1WYOdFQ5F,drum and bass;liquid funk;neurostep,Kove,48,artist,spotify:artist:4cxzGdmQtUZJL1WYOdFQ5F,33203
4QQgXkCYTt3BlENzhyNETg,disco;funk;jazz funk;quiet storm;soul,"Earth, Wind & Fire",73,artist,spotify:artist:4QQgXkCYTt3BlENzhyNETg,3708186
5WkzROSMf2AkRQPxulmSGS,"",Atrip,33,artist,spotify:artist:5WkzROSMf2AkRQPxulmSGS,473
4S8NmgM7oJ188sKp1waZpy,deep tropical house;pop dance;tropical house,MÖWE,54,artist,spotify:artist:4S8NmgM7oJ188sKp1waZpy,86473
6bPvOLNccTtmf23w6bngcS,scottish singer-songwriter,Kerri Watt,9,artist,spotify:artist:6bPvOLNccTtmf23w6bngcS,1950
36J8fOUabXAy2XwS2iP8qt,"",Hana,4,artist,spotify:artist:36J8fOUabXAy2XwS2iP8qt,0
3dnNuI5EU8TEdiAT73kj27,nz hip hop,JessB,39,artist,spotify:artist:3dnNuI5EU8TEdiAT73kj27,11380
0YUf68058a5Q4W0gSGOdi6,"",Shylow,30,artist,spotify:artist:0YUf68058a5Q4W0gSGOdi6,969
7r2uG6BlFXKcwmh9ItqlII,alt z;electropop;indie poptimism;neo mellow;pop;pop rock,Wrabel,63,artist,spotify:artist:7r2uG6BlFXKcwmh9ItqlII,225961
2JvLJtOUegVuro1PsSH7pP,"",AMIIGO,26,artist,spotify:artist:2JvLJtOUegVuro1PsSH7pP,444
1W3FSF1BLpY3hlVIgvenLz,dance pop;hip hop;hip pop;r&b;southern hip hop;trap;urban contemporary,The-Dream,66,artist,spotify:artist:1W3FSF1BLpY3hlVIgvenLz,1174865
3GnHyFpbheo4P7keP8QbBP,"",Sanjana Ghosh,24,artist,spotify:artist:3GnHyFpbheo4P7keP8QbBP,236
4IBl8k6ZsBagsI5zRjyXH7,classical;classical performance;string quartet,Emerson String Quartet,44,artist,spotify:artist:4IBl8k6ZsBagsI5zRjyXH7,23819
0O7NhieDairfQvi9jr66Cx,austrian pop,NIHILS,42,artist,spotify:artist:0O7NhieDairfQvi9jr66Cx,16363
71wgN1CedM2DoHelVrI87x,"",Friendzone,37,artist,spotify:artist:71wgN1CedM2DoHelVrI87x,5519
3weLeY2Bu0Eij4k0tQ4EzJ,"",Alec Chambers,46,artist,spotify:artist:3weLeY2Bu0Eij4k0tQ4EzJ,69000
30FDJPN3RtwJZ20g5YGCRX,future funk,Yung Bae,56,artist,spotify:artist:30FDJPN3RtwJZ20g5YGCRX,176670
25rQbkCH8BZTwM2CozexxL,"",JMC,16,artist,spotify:artist:25rQbkCH8BZTwM2CozexxL,257
03TeYuJCvV7mgzNdB6G0aj,"",Michael Phillip Wojewoda,31,artist,spotify:artist:03TeYuJCvV7mgzNdB6G0aj,30
1udruffum7CorOphFUMB9A,danish electronic;danish hip hop;danish pop,Kato,49,artist,spotify:artist:1udruffum7CorOphFUMB9A,120131
5qMHOzLlXeOEjOncWYtRfZ,"",Stevie Appleton,57,artist,spotify:artist:5qMHOzLlXeOEjOncWYtRfZ,8138
4kYGAK2zu9EAomwj3hXkXy,dance pop;neo mellow;pop;tropical house;uk pop,JP Cooper,69,artist,spotify:artist:4kYGAK2zu9EAomwj3hXkXy,818274
3F5e8tUWnf1MKKwW89rSg6,"",Hero Baldwin,48,artist,spotify:artist:3F5e8tUWnf1MKKwW89rSg6,1022
5ooSG9S0glqP5ZrqqaHBvT,"",James Fauntleroy,55,artist,spotify:artist:5ooSG9S0glqP5ZrqqaHBvT,21405
2paaWadjhhY3shymyR5TcH,sky room,Riggi & Piros,45,artist,spotify:artist:2paaWadjhhY3shymyR5TcH,32737
1ynnIfyleniKLHD9Boq0pf,"",IINES,25,artist,spotify:artist:1ynnIfyleniKLHD9Boq0pf,220
258sMEeztRw2ca114MWgNJ,"",La Vague,1,artist,spotify:artist:258sMEeztRw2ca114MWgNJ,23
1WGWUsR3u4DpQEaE8zWwcr,bmore,Sammy Bananas,8,artist,spotify:artist:1WGWUsR3u4DpQEaE8zWwcr,1153
1g0fXhQMHAxlRyIBkCbuE7,neo-singer-songwriter;tropical house,Matt Simons,61,artist,spotify:artist:1g0fXhQMHAxlRyIBkCbuE7,207420
0q4LS47zu9vPrAvA7HYR9N,"",DJ Solo,10,artist,spotify:artist:0q4LS47zu9vPrAvA7HYR9N,169
5JQ1XqKJ2Art01rF4tu1Ra,"",Daniel Allan,39,artist,spotify:artist:5JQ1XqKJ2Art01rF4tu1Ra,5924
7oPxPZSk7y5q0fhzpmX5Gi,"",SEB,56,artist,spotify:artist:7oPxPZSk7y5q0fhzpmX5Gi,78961
1ajos5UXSPQG2X3DwYGlgg,"",Francis VI,17,artist,spotify:artist:1ajos5UXSPQG2X3DwYGlgg,381
58EvYFzDGAQOmBpIOxujnj,bouzouki;classic greek pop;entehno;greek contemporary classical;greek guitar,Mikis Theodorakis,45,artist,spotify:artist:58EvYFzDGAQOmBpIOxujnj,50026
52pcFWBKzTZUCJrBizvl1y,dutch r&b;indie r&b,Maydien,31,artist,spotify:artist:52pcFWBKzTZUCJrBizvl1y,1812
5dMnvpYEfXvSexjwnSRH5n,contemporary country;country;country pop;deep talent show,RaeLynn,53,artist,spotify:artist:5dMnvpYEfXvSexjwnSRH5n,428510
2wpJOPmf1TIOzrB9mzHifd,dance pop,Scouting For Girls,56,artist,spotify:artist:2wpJOPmf1TIOzrB9mzHifd,326250
5rf1u63C6OLwqIk4hHlkhv,"",Jawster,41,artist,spotify:artist:5rf1u63C6OLwqIk4hHlkhv,7943
2rdSCmWgrIWA8pmwhS1T2k,tropical house,Vandelux,55,artist,spotify:artist:2rdSCmWgrIWA8pmwhS1T2k,25264
2Cv6llw5TFfKOAdwtK9pA5,russian edm,HUBBA,22,artist,spotify:artist:2Cv6llw5TFfKOAdwtK9pA5,1065
6xqpdCiMM646Q6nAD5n3vO,indie anthem-folk,The Beach,48,artist,spotify:artist:6xqpdCiMM646Q6nAD5n3vO,36531
5yhR0OqJhkbQ2y76XUte3R,"",Kyle Reynolds,52,artist,spotify:artist:5yhR0OqJhkbQ2y76XUte3R,7981
2zJvqNRTYmSVh9ZMTWtIWs,australian pop,Jean.,30,artist,spotify:artist:2zJvqNRTYmSVh9ZMTWtIWs,940
44hPDOKyTwkFxOL08UzNQE,indie soul;vapor twitch,Cabu,50,artist,spotify:artist:44hPDOKyTwkFxOL08UzNQE,34831
7C3Cbtr2PkH2l4tOGhtCsk,electropop;new french touch;tropical house;vapor soul,Shallou,61,artist,spotify:artist:7C3Cbtr2PkH2l4tOGhtCsk,200046
3E8VRldfqDwDzmhtoTbsa9,"",Valentina Pappalardo,25,artist,spotify:artist:3E8VRldfqDwDzmhtoTbsa9,245
0du5cEVh5yTK9QJze8zA0C,dance pop;pop,Bruno Mars,88,artist,spotify:artist:0du5cEVh5yTK9QJze8zA0C,44949385
6xmvWip8eqRc5jqv2bHg9j,filter house;indie soul;new french touch;nu disco,Cherokee,43,artist,spotify:artist:6xmvWip8eqRc5jqv2bHg9j,35574
65dGLGjkw3UbddUg2GKQoZ,alternative hip hop;canadian modern jazz;escape room;indie soul,BADBADNOTGOOD,64,artist,spotify:artist:65dGLGjkw3UbddUg2GKQoZ,642211
1pCS8OLLdUA77m3aHkOdsI,luxembourgian hip hop,Muntu,34,artist,spotify:artist:1pCS8OLLdUA77m3aHkOdsI,1457
6S0IvKlvPMX1RtAYtVpUV8,nz pop,Drax Project,56,artist,spotify:artist:6S0IvKlvPMX1RtAYtVpUV8,94024
1MYRPpeCETOc6MOoowNM3y,australian electropop,Sunset City,30,artist,spotify:artist:1MYRPpeCETOc6MOoowNM3y,785
1VBgmJ3gl9gZkapG09sUVO,"",Bella Elysée,17,artist,spotify:artist:1VBgmJ3gl9gZkapG09sUVO,370
7krx6UBDKLwE0q3s3fesqF,diva house;eurodance;hip house,C & C Music Factory,53,artist,spotify:artist:7krx6UBDKLwE0q3s3fesqF,216205
58zckWmoqAOoqPtZggJ9OZ,"",Blest Jones,46,artist,spotify:artist:58zckWmoqAOoqPtZggJ9OZ,895
1ShHSfgvLgJ4i26xcXB232,covertronica;scandipop,Pawl,41,artist,spotify:artist:1ShHSfgvLgJ4i26xcXB232,4563
6ObN9YNBliscJOImQp4UZO,uk pop,Bow Anderson,55,artist,spotify:artist:6ObN9YNBliscJOImQp4UZO,28049
1Bfi1Jw2HGVbOEjOdtApOe,"",Christian Paul,27,artist,spotify:artist:1Bfi1Jw2HGVbOEjOdtApOe,8313
6WxMSNar4meHmzxiUpbdim,"",Simon Skylar,18,artist,spotify:artist:6WxMSNar4meHmzxiUpbdim,1132
2YP02JRa1JLejrg3XTssJS,doo-wop;rhythm and blues,The Five Satins,43,artist,spotify:artist:2YP02JRa1JLejrg3XTssJS,60461
6qOzyug9zoGuMHTmErJ6zo,deep tropical house;swiss house,Aérotique,27,artist,spotify:artist:6qOzyug9zoGuMHTmErJ6zo,2815
0D1CwES0E9iOpig8805eNX,"",Grant Smillie,4,artist,spotify:artist:0D1CwES0E9iOpig8805eNX,647
085150oNbRESuCLalpVfkm,"",Montis,29,artist,spotify:artist:085150oNbRESuCLalpVfkm,621
3okpOKUI8vvwAYi4cDoXdZ,deep tropical house,Kiso,35,artist,spotify:artist:3okpOKUI8vvwAYi4cDoXdZ,10375
00FQb4jTyendYWaN8pK0wa,art pop;pop,Lana Del Rey,89,artist,spotify:artist:00FQb4jTyendYWaN8pK0wa,19437493
3QLIkT4rD2FMusaqmkepbq,dance pop;neo mellow;pop;pop rock;post-teen pop,Rachel Platten,62,artist,spotify:artist:3QLIkT4rD2FMusaqmkepbq,854103
1q1wfzh2xtpj27TnIAqIvd,choral,Karl Jenkins,59,artist,spotify:artist:1q1wfzh2xtpj27TnIAqIvd,60078
2bUDem9ODz2PCGnUUGqT6A,finnish edm,TJH87,16,artist,spotify:artist:2bUDem9ODz2PCGnUUGqT6A,1059
50Mm25FkWuZyPZbdellAVW,"",Dnkr,11,artist,spotify:artist:50Mm25FkWuZyPZbdellAVW,106
4Yc8Z66BiZxpRDFu2xcs5D,new french touch,Altero,47,artist,spotify:artist:4Yc8Z66BiZxpRDFu2xcs5D,3541
39PpUkKS1ul0OKtz72q0qE,"",RODA,21,artist,spotify:artist:39PpUkKS1ul0OKtz72q0qE,3372
5IIP34JBy1d8kBYlAGnRaW,singaporean pop;singaporean singer-songwriter,Linying,41,artist,spotify:artist:5IIP34JBy1d8kBYlAGnRaW,19002
7sCcPQQft3sSxcJaB30dlb,australian alternative rock;australian indie,Bluejuice,45,artist,spotify:artist:7sCcPQQft3sSxcJaB30dlb,39769
5oDs0OA4H1XFmaoJqVyTPp,"",Scarlet,16,artist,spotify:artist:5oDs0OA4H1XFmaoJqVyTPp,146
0uMtfohdYjO5q39tSY72ja,focus,Pamela Howland,16,artist,spotify:artist:0uMtfohdYjO5q39tSY72ja,676
63MQldklfxkjYDoUE4Tppz,french shoegaze;french synthpop;indietronica;metropopolis;neo-synthpop,M83,70,artist,spotify:artist:63MQldklfxkjYDoUE4Tppz,2144145
0z7eJBsoFLyZomJS8vQo8R,"",Andrew Luce,20,artist,spotify:artist:0z7eJBsoFLyZomJS8vQo8R,5459
0FVj4JuzTyudaXAwfqDQ20,deep tropical house;edm;electropop;house;indie poptimism;pop dance;pop edm;tropical house;vapor soul;vapor twitch,Autograf,54,artist,spotify:artist:0FVj4JuzTyudaXAwfqDQ20,107597
0oYWECmtozBZGjnklDFPTH,indie poptimism;shimmer pop;shiver pop,Carousel,25,artist,spotify:artist:0oYWECmtozBZGjnklDFPTH,11591
06n2rDm62tW55l6cZEL15r,compositional ambient;focus;neo-classical,Oskar Schuster,50,artist,spotify:artist:06n2rDm62tW55l6cZEL15r,40341
5H6xmHXjsq98NLbEjuE29f,dance pop;edm;pop;pop dance;scandipop;tropical house,NEIKED,66,artist,spotify:artist:5H6xmHXjsq98NLbEjuE29f,138171
2I7tyuDZsBk6BD9Y8YfXtZ,"",Thief,31,artist,spotify:artist:2I7tyuDZsBk6BD9Y8YfXtZ,7415
1Aq4QRiRBz0ddMjbv7GDy5,"",Nømad,8,artist,spotify:artist:1Aq4QRiRBz0ddMjbv7GDy5,45
5juOkIIy18sFw9L30syt1Z,alternative dance;chillwave;dream pop;indie rock;indietronica;neo-synthpop;new rave,Washed Out,54,artist,spotify:artist:5juOkIIy18sFw9L30syt1Z,467626
05pZjhj26S39scU4qPUhzq,"",Jorm,41,artist,spotify:artist:05pZjhj26S39scU4qPUhzq,5204
2L3kwZFd16zjHz9a5kEPAm,melancholia;norwegian singer-songwriter,Ane Brun,57,artist,spotify:artist:2L3kwZFd16zjHz9a5kEPAm,299636
0Q9slhIaEgg190iG8udYIV,deep groove house;house;pop dance;tropical house;uk dance,Philip George,52,artist,spotify:artist:0Q9slhIaEgg190iG8udYIV,109207
0QvtEuDIDAsKpfuOe2a237,"",Joe Killington,46,artist,spotify:artist:0QvtEuDIDAsKpfuOe2a237,2390
0JpuGd5LWwUn9fHGj8zCTI,"",Papa Ya,36,artist,spotify:artist:0JpuGd5LWwUn9fHGj8zCTI,13967
2gduEC76ry33RVurAvT05p,dance pop;house;pop dance;tropical house;uk dance,Nathan Dawe,67,artist,spotify:artist:2gduEC76ry33RVurAvT05p,75121
3b0MIPzJo7aoAtxHKnRoCn,australian indie;australian indie rock,Yves Klein Blue,21,artist,spotify:artist:3b0MIPzJo7aoAtxHKnRoCn,4740
1RblunviNfn4MvwPcAq96i,deep tropical house,Boy Kiss Girl,42,artist,spotify:artist:1RblunviNfn4MvwPcAq96i,3027
3Kt54LmUUFohHUBMQyeJnp,"",Hayes,22,artist,spotify:artist:3Kt54LmUUFohHUBMQyeJnp,86
13W7XLRXdWeLmIu9vacE1w,british alternative rock;britpop;sheffield indie;solo wave,Jarvis Cocker,47,artist,spotify:artist:13W7XLRXdWeLmIu9vacE1w,125386
2DaxqgrOhkeH0fpeiQq2f4,beatlesque;britpop;madchester;permanent wave;pop rock;rock,Oasis,76,artist,spotify:artist:2DaxqgrOhkeH0fpeiQq2f4,8039106
3GlCVMFRzrZ3FGtt4apejf,chillhop;jazz boom bap,Bonus Points,41,artist,spotify:artist:3GlCVMFRzrZ3FGtt4apejf,19054
6aX6KqXgEcARRHwvWxHcFW,canadian pop;pop,Johnny Orlando,62,artist,spotify:artist:6aX6KqXgEcARRHwvWxHcFW,753536
1KR4mZ0mbC8ATQFqljUR6k,"",PLGRMS,28,artist,spotify:artist:1KR4mZ0mbC8ATQFqljUR6k,6133
7ibonvI0mgpLrbZ3urAgCC,"",Woods,2,artist,spotify:artist:7ibonvI0mgpLrbZ3urAgCC,198
22w0Xg5kpu5simeHw3afNG,"",La+ch,37,artist,spotify:artist:22w0Xg5kpu5simeHw3afNG,12097
2FXC3k01G6Gw61bmprjgqS,irish singer-songwriter;pop,Hozier,78,artist,spotify:artist:2FXC3k01G6Gw61bmprjgqS,5317922
4UazGkNTyhQw8UDtJVhd82,"",Claudia Kane,32,artist,spotify:artist:4UazGkNTyhQw8UDtJVhd82,3022
4SdIXLzfabqU61iK7SnKAU,australian alternative pop;australian pop,G Flip,52,artist,spotify:artist:4SdIXLzfabqU61iK7SnKAU,163396
6R44YeR0cv8sCeCi2GUWAf,bossbeat;strut,Krysta Youngs,40,artist,spotify:artist:6R44YeR0cv8sCeCi2GUWAf,2957
4RBiVopRveOhZCNkRZ5tI9,"","CAJOR,Mara",0,artist,spotify:artist:4RBiVopRveOhZCNkRZ5tI9,1
6GLO5F72p0eTCcumR6Ac5a,"",Chuck Adams,19,artist,spotify:artist:6GLO5F72p0eTCcumR6Ac5a,871
3cIO9nVkHAo6i371qfmXUi,"",Ezra Lewis,25,artist,spotify:artist:3cIO9nVkHAo6i371qfmXUi,359
3LU5ho1MrktZxpRBGYPISK,"",Miranda Glory,38,artist,spotify:artist:3LU5ho1MrktZxpRBGYPISK,4047
5IHqlcCbQkyhWl0KmIwgeq,uk pop,Louisa Johnson,53,artist,spotify:artist:5IHqlcCbQkyhWl0KmIwgeq,282992
0r13pf5aRSEWKl7m7qMXXT,downtempo;trip hop,Vanessa Daou,31,artist,spotify:artist:0r13pf5aRSEWKl7m7qMXXT,6114
4fQHCuys7JZvaQzRvB1kPR,gauze pop,Ghost Loft,50,artist,spotify:artist:4fQHCuys7JZvaQzRvB1kPR,47649
5IZZX6hJg21YUMg1XBXPdr,"",Jakub Hrůša,30,artist,spotify:artist:5IZZX6hJg21YUMg1XBXPdr,708
4ysa9WmL4Ac8X8lv6Ud7tC,"",Frigga,41,artist,spotify:artist:4ysa9WmL4Ac8X8lv6Ud7tC,2725
44T94QQEc60Jf7kqGY6Rip,deep disco house;house,Lee Foss,52,artist,spotify:artist:44T94QQEc60Jf7kqGY6Rip,66929
50co4Is1HCEo8bhOyUWKpn,atl hip hop;atl trap;gangster rap;hip hop;melodic rap;pop rap;rap;trap,Young Thug,85,artist,spotify:artist:50co4Is1HCEo8bhOyUWKpn,7717052
4yXRQkCMWWkfZSSTA2oKjU,"",Kid Froopy,29,artist,spotify:artist:4yXRQkCMWWkfZSSTA2oKjU,4793
0hItVPjwJLVZrFqOyIsxPf,adult standards;hollywood;lounge;torch song;vocal jazz,Judy Garland,64,artist,spotify:artist:0hItVPjwJLVZrFqOyIsxPf,218423
1EVWYRr2obCRDoSoD6KSuM,australian dance;australian pop;australian talent show;dance pop,Havana Brown,48,artist,spotify:artist:1EVWYRr2obCRDoSoD6KSuM,190642
36cmy4INNQ6iQl1g2L5t4J,pop edm,Restless Modern x,29,artist,spotify:artist:36cmy4INNQ6iQl1g2L5t4J,530
1fvMh5ZhYAdHiVxlX9xHEz,"",Le Boum,1,artist,spotify:artist:1fvMh5ZhYAdHiVxlX9xHEz,30
73tITL3u5T35u309PLpN6K,pop edm;vapor twitch,Hotel Garuda,42,artist,spotify:artist:73tITL3u5T35u309PLpN6K,28844
2gUVyV9z7T6cielHCMSpvb,etherpop;tropical house,Petite Meller,29,artist,spotify:artist:2gUVyV9z7T6cielHCMSpvb,30844
0eHwH1Ze2lRt6KOGw1T3rq,"",FARR,53,artist,spotify:artist:0eHwH1Ze2lRt6KOGw1T3rq,20836
5EehXjjMktLuJmbRsM7YfB,deep groove house;disco house;edm;electro house;house;pop dance;tropical house;uk dance,Disciples,62,artist,spotify:artist:5EehXjjMktLuJmbRsM7YfB,233747
6nS5roXSAGhTGr34W6n7Et,edm;house;pop;uk dance,Disclosure,73,artist,spotify:artist:6nS5roXSAGhTGr34W6n7Et,2078860
24UYDc2E1voY9bVDxPpiLL,"",Artenvielfalt,32,artist,spotify:artist:24UYDc2E1voY9bVDxPpiLL,2869
6reBho1LPAsnLmFCfnDjmh,deep tropical house,JYRA,27,artist,spotify:artist:6reBho1LPAsnLmFCfnDjmh,1094
2wzMOQwNT6ZvVB4amvhFAH,celtic punk;celtic rock;folk punk;punk,The Pogues,68,artist,spotify:artist:2wzMOQwNT6ZvVB4amvhFAH,449306
4tvKz56Tr39bkhcQUTO0Xr,australian indie folk;indie folk,Angus & Julia Stone,66,artist,spotify:artist:4tvKz56Tr39bkhcQUTO0Xr,1200165
0uO6a2Iv6fPfUVMpJfr7pe,australian electropop,China Roses,20,artist,spotify:artist:0uO6a2Iv6fPfUVMpJfr7pe,493
12hSYkC1U7FAvUURms6A2g,"",Niamh Kavanagh,27,artist,spotify:artist:12hSYkC1U7FAvUURms6A2g,1563
7a5Srm7U661DotL6VWRmYk,"",Indiana,46,artist,spotify:artist:7a5Srm7U661DotL6VWRmYk,25716
6NEekR0i3JC1r4BntSjskE,uk pop,Call Me Loop,40,artist,spotify:artist:6NEekR0i3JC1r4BntSjskE,66303
4QAp87iZerUP9PKxtLhmW1,scandipop,Oliver Nelson,55,artist,spotify:artist:4QAp87iZerUP9PKxtLhmW1,29695
4csQIMQm6vI2A2SCVDuM2z,aussietronica;edm;gauze pop;house;pop dance;tropical house,Hayden James,61,artist,spotify:artist:4csQIMQm6vI2A2SCVDuM2z,233182
7hJcb9fa4alzcOq3EaNPoG,g funk;gangster rap;hip hop;pop rap;rap;west coast rap,Snoop Dogg,83,artist,spotify:artist:7hJcb9fa4alzcOq3EaNPoG,9023198
2P6ygesd9xg5DPOBnda2jg,baltic classical;classical;contemporary classical;minimalism,Arvo Pärt,54,artist,spotify:artist:2P6ygesd9xg5DPOBnda2jg,222958
6u5axd0rpDsWSmzhFfb2VB,ambient;art pop;compositional ambient;drift;drone;electronica;fourth world;hauntology;new isolationism;post-rock;sound art,William Basinski,46,artist,spotify:artist:6u5axd0rpDsWSmzhFfb2VB,101781
6c9QzUS4FsfkV31t39lnbU,danish electropop,Kenton Slash Demon,27,artist,spotify:artist:6c9QzUS4FsfkV31t39lnbU,16768
0AhdWP01wLAKxDfhsKMEKf,canadian electronic;pop edm,Adam Pearce,33,artist,spotify:artist:0AhdWP01wLAKxDfhsKMEKf,3740
0BMhfbeiOrNMBzjELzbyNg,edm;electro house;progressive electro house,Arno Cost,37,artist,spotify:artist:0BMhfbeiOrNMBzjELzbyNg,24455
1mfDfLsMxYcOOZkzBxvSVW,contemporary country;country;country road;modern country rock,Cole Swindell,69,artist,spotify:artist:1mfDfLsMxYcOOZkzBxvSVW,1950452
2aSbTqzj52OymR8fEx4dca,"",Paul Mayson,33,artist,spotify:artist:2aSbTqzj52OymR8fEx4dca,2399
5vshl4h4GLy2zoKyzSnSV4,"",Oliver Chang,16,artist,spotify:artist:5vshl4h4GLy2zoKyzSnSV4,1950
3HqQXlVVvoBiSiYRmyi1qV,"",Willemijn May,38,artist,spotify:artist:3HqQXlVVvoBiSiYRmyi1qV,2156
70SgUzoKPMcYcPdoEPqdvl,"",Dave Thomas Jr,7,artist,spotify:artist:70SgUzoKPMcYcPdoEPqdvl,21
6G4hVmXKJ9NW5JecncK89f,bebop;big band;contemporary post-bop;hard bop;jazz;jazz saxophone,Phil Woods,37,artist,spotify:artist:6G4hVmXKJ9NW5JecncK89f,21353
7k2gTRa3vlbkAVpz2S8WpF,"",DJ A-Style,1,artist,spotify:artist:7k2gTRa3vlbkAVpz2S8WpF,3
1gLcjMrQA0camEmid1nBHO,tropical house,Henry Krinkle,31,artist,spotify:artist:1gLcjMrQA0camEmid1nBHO,12250
0pt7PX4Hftlg8mV1ySU84Q,edm;electropop;pop;pop dance;pop edm;tropical house,CVBZ,57,artist,spotify:artist:0pt7PX4Hftlg8mV1ySU84Q,80404
0QJIPDAEDILuo8AIq3pMuU,dance pop;indietronica;new rave,M.I.A.,67,artist,spotify:artist:0QJIPDAEDILuo8AIq3pMuU,1180904
0J626PVezyRujeAfXAssnH,"",Slum Sociable,36,artist,spotify:artist:0J626PVezyRujeAfXAssnH,23797
6cpVjPOo5Ozn28hUfYBXqm,acoustic cover;viral pop,Jonah Baker,57,artist,spotify:artist:6cpVjPOo5Ozn28hUfYBXqm,31353
7FJqyPALMKAfnwfVAaia1P,"",SHOR,31,artist,spotify:artist:7FJqyPALMKAfnwfVAaia1P,1532
0wLEGuZ9XapTanCJdXFeQJ,"",MITS,5,artist,spotify:artist:0wLEGuZ9XapTanCJdXFeQJ,113
0TWvRHfu5im8o4kWo8QsDz,"",Kate Westall,18,artist,spotify:artist:0TWvRHfu5im8o4kWo8QsDz,79
1me05HW5s7TShHra5nN7uE,alternative americana,Alex Ebert,45,artist,spotify:artist:1me05HW5s7TShHra5nN7uE,61654
1FWuEwWawlnaMKPCaxnMxa,"",Ollie Wade,24,artist,spotify:artist:1FWuEwWawlnaMKPCaxnMxa,1374
738wLrAtLtCtFOLvQBXOXp,dance pop;edm;electro house;moombahton;pop;pop dance;pop rap;tropical house,Major Lazer,74,artist,spotify:artist:738wLrAtLtCtFOLvQBXOXp,6321183
6rXMet89uui55tWrcEz7ma,"",ESH,40,artist,spotify:artist:6rXMet89uui55tWrcEz7ma,6762
3ApUX1o6oSz321MMECyIYd,electropop;indie pop rap;pop;pop rap,Quinn XCII,68,artist,spotify:artist:3ApUX1o6oSz321MMECyIYd,725805
2YLY2wTMVd6FwFqFLWwP7C,"",Siena Bella,28,artist,spotify:artist:2YLY2wTMVd6FwFqFLWwP7C,2254
6HZjznFfSy0c5is6ZUv4Vx,"",Hannah Yadi,16,artist,spotify:artist:6HZjznFfSy0c5is6ZUv4Vx,130
60PKQFvtGXaQWYfVixrrDk,"",Kat Krazy,41,artist,spotify:artist:60PKQFvtGXaQWYfVixrrDk,6488
5WDoumrDaS65uckz86oZX3,"",Andras Fox,22,artist,spotify:artist:5WDoumrDaS65uckz86oZX3,6981
22RpXMGC7rcvjGb3a2Mxe6,"",Arnaw,0,artist,spotify:artist:22RpXMGC7rcvjGb3a2Mxe6,0
3Xt3RrJMFv5SZkCfUE8C1J,dance pop;pop;post-teen pop;transpop,Kim Petras,83,artist,spotify:artist:3Xt3RrJMFv5SZkCfUE8C1J,835453
34zbMuAgXxsgqnGXSxWvCR,psychedelic hip hop,Ric Wilson,46,artist,spotify:artist:34zbMuAgXxsgqnGXSxWvCR,25642
7CIW23FQUXPc1zebnO1TDG,australian indie,Matt Corby,57,artist,spotify:artist:7CIW23FQUXPc1zebnO1TDG,473411
1aSwrSGBNGMLn9ymttfRkk,future bass;norwegian pop;vapor twitch,Lido,51,artist,spotify:artist:1aSwrSGBNGMLn9ymttfRkk,98408
5TfnQ0Ai1cEbKY5katFK14,alternative dance;electroclash;electropop;indietronica;metropopolis;neo-synthpop;new rave,Ladyhawke,46,artist,spotify:artist:5TfnQ0Ai1cEbKY5katFK14,158742
4aulLg9UvpHY9dIRqr30Qh,deep disco house;house,Infinity Ink,38,artist,spotify:artist:4aulLg9UvpHY9dIRqr30Qh,22018
71lGEtP9qYXDsSXjfexTqO,adult standards;bubblegum pop;folk rock;mellow gold;merseybeat;rock-and-roll,Sonny & Cher,51,artist,spotify:artist:71lGEtP9qYXDsSXjfexTqO,349079
5r5Va4lVQ1zjEfbJSrmCsS,art pop;auckland indie;electropop;etherpop;indie poptimism;indietronica;metropopolis;nz pop,BROODS,56,artist,spotify:artist:5r5Va4lVQ1zjEfbJSrmCsS,480711
7p0BlEIc8u88hMrzTfWQhi,deep tropical house;new french touch,Mozambo,37,artist,spotify:artist:7p0BlEIc8u88hMrzTfWQhi,7222
