id,genres,name,popularity,type,uri,total_followers
7m0d5KbIfUlF3aY9KnTw5U,"",Jai Nova,34,artist,spotify:artist:7m0d5KbIfUlF3aY9KnTw5U,1480
6UAI6cR7qAewlSTWkRc7wI,australian electropop;australian pop,Jess Kent,24,artist,spotify:artist:6UAI6cR7qAewlSTWkRc7wI,6733
1lp8DOIyHy4U8RfnnFunkf,"",Featbeat,4,artist,spotify:artist:1lp8DOIyHy4U8RfnnFunkf,144
1cwOthlzLBwN8Imbq7P71H,dutch pop;dutch rock;folk-pop,Dotan,53,artist,spotify:artist:1cwOthlzLBwN8Imbq7P71H,167478
43AN9FNovCCWxPX4talyzz,bossbeat;gen z singer-songwriter,Brynn Elliott,42,artist,spotify:artist:43AN9FNovCCWxPX4talyzz,19027
6ncNdxBc8zVWMOF7nJ5Pgy,american classical piano;classical performance;classical piano,Leon Fleisher,39,artist,spotify:artist:6ncNdxBc8zVWMOF7nJ5Pgy,6994
7kob2Jo9yuEEhQlnPx2KT7,"",Linko,29,artist,spotify:artist:7kob2Jo9yuEEhQlnPx2KT7,6713
7pbay7w0V7OdIr3jzSRkHj,irish pop,Daniel Blume,47,artist,spotify:artist:7pbay7w0V7OdIr3jzSRkHj,7567
58vT2RODdJ0AfCAa4yOrgw,"",Dom Robinson,18,artist,spotify:artist:58vT2RODdJ0AfCAa4yOrgw,451
2iKfppgaY3Er8HpZWh4rBt,east anglia indie,Not Famous,20,artist,spotify:artist:2iKfppgaY3Er8HpZWh4rBt,462
3TcBmZfXaY8Nx5i1CHQLcq,"",The Ruby Horns,4,artist,spotify:artist:3TcBmZfXaY8Nx5i1CHQLcq,7
0eW2N88UpBG0giW7LJOaY2,danish electronic;traprun,Mike Hawkins,35,artist,spotify:artist:0eW2N88UpBG0giW7LJOaY2,10548
7IGGl59hSiWFt0jTJ5TPEC,"",Tim Gartz,22,artist,spotify:artist:7IGGl59hSiWFt0jTJ5TPEC,1339
1SIw8nXWjvAKeb6Dhh85cz,"",Sam Dew,56,artist,spotify:artist:1SIw8nXWjvAKeb6Dhh85cz,15337
6MmQrV24zUeieNf027zkh3,compositional ambient;folktronica;post-rock,Message To Bears,49,artist,spotify:artist:6MmQrV24zUeieNf027zkh3,87290
7dOCnyDR2oEa1hQlvTXvdT,indiecoustica,Cody Fry,62,artist,spotify:artist:7dOCnyDR2oEa1hQlvTXvdT,212267
6fPvJnyVx9aj6de3m9uJRw,"",The Doodletown Pipers,7,artist,spotify:artist:6fPvJnyVx9aj6de3m9uJRw,150
76Jw4BU8vFIILJT1Td0hXN,"",Glaceazuka,1,artist,spotify:artist:76Jw4BU8vFIILJT1Td0hXN,72
2wrxoZjEVKfJZhxCiqK0ju,"",JD McCrary,47,artist,spotify:artist:2wrxoZjEVKfJZhxCiqK0ju,6729
4rGrN4XDYhP6dUAZMvcuHr,swedish indie rock,Caesars,53,artist,spotify:artist:4rGrN4XDYhP6dUAZMvcuHr,70627
2eam0iDomRHGBypaDQLwWI,double drumming;indie pop;indie poptimism;modern rock;pop,Bleachers,64,artist,spotify:artist:2eam0iDomRHGBypaDQLwWI,578261
5sKvgmG84C0bIMWeS2SRPr,indie soul;nyc pop,Brasstracks,52,artist,spotify:artist:5sKvgmG84C0bIMWeS2SRPr,106091
6JVULErpjRnni4nsS1uJyN,"",Deemie,14,artist,spotify:artist:6JVULErpjRnni4nsS1uJyN,225
3gd8FJtBJtkRxdfbTu19U2,modern folk rock;stomp and holler;uk americana,Mumford & Sons,72,artist,spotify:artist:3gd8FJtBJtkRxdfbTu19U2,6397261
52QyVRbjUEr2G9cY2kv0OS,lds;university choir,BYU Men's Chorus,32,artist,spotify:artist:52QyVRbjUEr2G9cY2kv0OS,11012
7AbYSzOocUvzy7DSJ9gm68,"",Manuel Costa,30,artist,spotify:artist:7AbYSzOocUvzy7DSJ9gm68,2350
2Of9SfZZU2bW3RcAMBesBu,"",Duofreex,0,artist,spotify:artist:2Of9SfZZU2bW3RcAMBesBu,0
0VOR7Ie9xUSb45fzIIVJQ1,ambient guitar;ambient post-rock;ambient worship;compositional ambient;post-rock;space ambient,Hammock,51,artist,spotify:artist:0VOR7Ie9xUSb45fzIIVJQ1,164740
5eIbEEQnDM8yuDVB0bimSP,bass trap;edm;electro house;electronic trap;electropop;pop dance;vapor twitch,RL Grime,61,artist,spotify:artist:5eIbEEQnDM8yuDVB0bimSP,396671
10qR8qhrhXZIy5nx3sRSyr,hard house,Trauma,23,artist,spotify:artist:10qR8qhrhXZIy5nx3sRSyr,1663
2KTDVOTp2crzV4KBe16SgW,"",Rock,22,artist,spotify:artist:2KTDVOTp2crzV4KBe16SgW,3549
7t7nhgW5nZY4hWlgMLUixo,"",Don,11,artist,spotify:artist:7t7nhgW5nZY4hWlgMLUixo,734
4kNHs1OvhTfdpGPt7QslOG,"",Sam Smith,35,artist,spotify:artist:4kNHs1OvhTfdpGPt7QslOG,9482
6gdqQrYH9cRsLK5SN4upWb,"",ëmmë,12,artist,spotify:artist:6gdqQrYH9cRsLK5SN4upWb,1540
457d9eFCGktsbf21adl1ss,"",USB Players,26,artist,spotify:artist:457d9eFCGktsbf21adl1ss,1395
0NO8SsF6umjI3iQJzTycVF,"",Jex,56,artist,spotify:artist:0NO8SsF6umjI3iQJzTycVF,13003
3PhoLpVuITZKcymswpck5b,glam rock;mellow gold;piano rock,Elton John,85,artist,spotify:artist:3PhoLpVuITZKcymswpck5b,10578417
0iAOXvEDIMaAWPP5Ur0fYF,chillhop,Joakim Karud,44,artist,spotify:artist:0iAOXvEDIMaAWPP5Ur0fYF,108591
430byzy0c5bPn5opiu0SRd,british modern classical;classical;late romantic era;victorian britain,Edward Elgar,58,artist,spotify:artist:430byzy0c5bPn5opiu0SRd,151638
4WXIF211lYZfYEn0d13Ac0,"",Ryland James,57,artist,spotify:artist:4WXIF211lYZfYEn0d13Ac0,21896
4Jeb9g6Mi8sTTPGrdMZdo2,pop edm,MVRSE,28,artist,spotify:artist:4Jeb9g6Mi8sTTPGrdMZdo2,1037
1b94FVTCNMq9gU78ByW6iY,tassie indie,Close Counters,36,artist,spotify:artist:1b94FVTCNMq9gU78ByW6iY,5415
5WVsM9GJfYbwEnd5FHVb1i,"",D.A.N.E,19,artist,spotify:artist:5WVsM9GJfYbwEnd5FHVb1i,107
6zZvfMW6XSPQcIeIdjHccY,pacific islands pop,Ladi6,40,artist,spotify:artist:6zZvfMW6XSPQcIeIdjHccY,43963
52eVN5OWWaV4fVShDeJIj3,brisbane indie,Sahara Beck,34,artist,spotify:artist:52eVN5OWWaV4fVShDeJIj3,7206
4pnp4w9g30yLfVIAFnZMRd,"",ACRAZE,70,artist,spotify:artist:4pnp4w9g30yLfVIAFnZMRd,80312
5gqhueRUZEa7VDnQt4HODp,compositional ambient;electronica;neo-classical;neoclassical darkwave,Nils Frahm,62,artist,spotify:artist:5gqhueRUZEa7VDnQt4HODp,571993
4xRYI6VqpkE3UwrDrAZL8L,conscious hip hop;dmv rap;hip hop;pop rap;rap,Logic,77,artist,spotify:artist:4xRYI6VqpkE3UwrDrAZL8L,5821654
7g0azP1aJBtmhhOk00SpIM,vapor soul,Couros,37,artist,spotify:artist:7g0azP1aJBtmhhOk00SpIM,13058
71HOQTLHPbIruNJegIX2jW,"",LOWSELF,0,artist,spotify:artist:71HOQTLHPbIruNJegIX2jW,3808
2xiIXseIJcq3nG7C8fHeBj,alternative metal;canadian metal;canadian rock;nu metal;post-grunge,Three Days Grace,75,artist,spotify:artist:2xiIXseIJcq3nG7C8fHeBj,5342373
2HIOco7R2mZPqBSL2SMIFw,australian electropop,Blush'ko,43,artist,spotify:artist:2HIOco7R2mZPqBSL2SMIFw,5545
484sZUYmnRXN84zmk3GY1n,downtempo;electronica;jazztronica;nu jazz,St Germain,52,artist,spotify:artist:484sZUYmnRXN84zmk3GY1n,267395
6olE6TJLqED3rqDCT0FyPh,grunge;permanent wave;rock,Nirvana,81,artist,spotify:artist:6olE6TJLqED3rqDCT0FyPh,16479150
78SfXT84Lde7FNt3MVBz1n,british singer-songwriter,Grace Ackerman,20,artist,spotify:artist:78SfXT84Lde7FNt3MVBz1n,1272
4fB9xix4XwD47z8lvobEOh,"",Aiaya,28,artist,spotify:artist:4fB9xix4XwD47z8lvobEOh,375
32bhdXeRIDuN1EsKbYGKMv,"",Chloe Wilson,33,artist,spotify:artist:32bhdXeRIDuN1EsKbYGKMv,951
7GZ8Tz3F5bLPTJYNSwiunY,belgian edm,Compuphonic,32,artist,spotify:artist:7GZ8Tz3F5bLPTJYNSwiunY,16778
39PhMWg1aAuuZcph0OXGu6,edm;electro house;german techno;progressive electro house;progressive house;sky room,Deniz Koyu,45,artist,spotify:artist:39PhMWg1aAuuZcph0OXGu6,97692
3mQBpAOMWYqAZyxtyeo4Lo,disco;funk;soft rock,KC & The Sunshine Band,64,artist,spotify:artist:3mQBpAOMWYqAZyxtyeo4Lo,849868
22qas00XuS5sVfW0YaR5Wd,australian indie,YesYou,30,artist,spotify:artist:22qas00XuS5sVfW0YaR5Wd,9269
3OEFtQRq38Ysp1BZdmbK7h,"",Craig Reever,45,artist,spotify:artist:3OEFtQRq38Ysp1BZdmbK7h,4321
4mXcRr0lognLc6xSb1vUTX,cape town indie;south african alternative;south african rock,Diamond Thug,37,artist,spotify:artist:4mXcRr0lognLc6xSb1vUTX,9751
2ZRQcIgzPCVaT9XKhXZIzh,dance pop;edm;pop;pop dance;tropical house,Gryffin,73,artist,spotify:artist:2ZRQcIgzPCVaT9XKhXZIzh,878767
1GPMjJFlpnO6hOHBhsX0qW,australian electropop,Bajillionaire,23,artist,spotify:artist:1GPMjJFlpnO6hOHBhsX0qW,1155
580yhc1UzCZE7EyxORhmLF,"",Eric Sidey,22,artist,spotify:artist:580yhc1UzCZE7EyxORhmLF,1521
1U1el3k54VvEUzo3ybLPlM,colombian pop;pop,Kali Uchis,81,artist,spotify:artist:1U1el3k54VvEUzo3ybLPlM,3389628
5s3cor739a0EJNuiEkSvNJ,"",Loframes,7,artist,spotify:artist:5s3cor739a0EJNuiEkSvNJ,536
5iwLVxdLzgm1cLrZunXzWR,la pop,AFSHEEN,39,artist,spotify:artist:5iwLVxdLzgm1cLrZunXzWR,5532
4FJPplt1JOVw8Q7NiwFmLv,deep groove house;house,Friend Within,42,artist,spotify:artist:4FJPplt1JOVw8Q7NiwFmLv,37230
3qBrg0c1loxePyWQxp6F75,"",Shahadi Wright Joseph,42,artist,spotify:artist:3qBrg0c1loxePyWQxp6F75,786
1LSCpidVsGjkqyjRBg1hEN,"",Instrumental Mafia,4,artist,spotify:artist:1LSCpidVsGjkqyjRBg1hEN,890
6YtlR8MLfO6azxwOKAvEi3,canadian electronic;indie soul;new french touch,Pomo,45,artist,spotify:artist:6YtlR8MLfO6azxwOKAvEi3,39246
3QLQxutu868fKgeEkEgXW0,"",Victoria Zaro,31,artist,spotify:artist:3QLQxutu868fKgeEkEgXW0,843
2cobM3dZcgyYVwEvmu6YlF,"",Cleo Kelley,31,artist,spotify:artist:2cobM3dZcgyYVwEvmu6YlF,711
1nCht41FuMcmG1FIoyjWCH,australian pop;australian rock,Taxiride,39,artist,spotify:artist:1nCht41FuMcmG1FIoyjWCH,28686
33hzAXIWsHwT9LxvlQ1ZAr,uk alternative pop,Harry Strange,31,artist,spotify:artist:33hzAXIWsHwT9LxvlQ1ZAr,4015
4T6l995AHz8HCY7TCfQorD,"",Maurice Fulton,31,artist,spotify:artist:4T6l995AHz8HCY7TCfQorD,7118
77DAFfvm3O9zT5dIoG0eIO,uk funky,Kyla,68,artist,spotify:artist:77DAFfvm3O9zT5dIoG0eIO,13332
4JeG1IusHcsL2owYnsJ7wk,doo-wop;rhythm and blues;rock-and-roll,The Skyliners,41,artist,spotify:artist:4JeG1IusHcsL2owYnsJ7wk,35656
0RIQOtjWn0zYKSKfDYgukS,nyc pop,Jackson Penn,35,artist,spotify:artist:0RIQOtjWn0zYKSKfDYgukS,4773
2p1fiYHYiXz9qi0JJyxBzN,birmingham grime;grime;instrumental grime;rap,Skepta,73,artist,spotify:artist:2p1fiYHYiXz9qi0JJyxBzN,1072565
2HhlA4UCn0CSQPhKBavzog,"",LHITNEY,25,artist,spotify:artist:2HhlA4UCn0CSQPhKBavzog,6956
6LuN9FCkKOj5PcnpouEgny,pop;pop r&b,Khalid,86,artist,spotify:artist:6LuN9FCkKOj5PcnpouEgny,15678966
6hyMWrxGBsOx6sWcVj1DqP,edm;electro house;pop dance;progressive electro house;progressive house,Sebastian Ingrosso,62,artist,spotify:artist:6hyMWrxGBsOx6sWcVj1DqP,945863
137W8MRPWKqSmrBGDBFSop,dance pop;hip hop;pittsburgh rap;pop rap;rap;southern hip hop;trap,Wiz Khalifa,82,artist,spotify:artist:137W8MRPWKqSmrBGDBFSop,10826730
6t1QCRhViEFcYbIzNapUj0,"",Cleveland Browne,31,artist,spotify:artist:6t1QCRhViEFcYbIzNapUj0,78
6O2ODylN42JL651p1vcIYQ,pop edm,LZRD,39,artist,spotify:artist:6O2ODylN42JL651p1vcIYQ,12106
42crL07E4WPfVovyUtMpvC,modern alternative rock;modern rock,Robert DeLong,45,artist,spotify:artist:42crL07E4WPfVovyUtMpvC,112559
7HV2RI2qNug4EcQqLbCAKS,broadway;hollywood;show tunes,Keala Settle,64,artist,spotify:artist:7HV2RI2qNug4EcQqLbCAKS,146677
4QCb1ODWpWrC5zN1ubzEYP,"",UV boi,10,artist,spotify:artist:4QCb1ODWpWrC5zN1ubzEYP,4413
3MTtT1yH7sJGGI1LnlAC3z,"",Marcus Alexander,45,artist,spotify:artist:3MTtT1yH7sJGGI1LnlAC3z,39
7tm9Tuc70geXOOyKhtZHIj,bass house;deep groove house;edm;electro house;house,Chris Lorenzo,62,artist,spotify:artist:7tm9Tuc70geXOOyKhtZHIj,86490
2wnHlwpI5kZaXQRGq21UNN,"",Jack Vallier,33,artist,spotify:artist:2wnHlwpI5kZaXQRGq21UNN,24087
6y0L08KiRW3HFVlAq2xQT2,"",Govales,23,artist,spotify:artist:6y0L08KiRW3HFVlAq2xQT2,1486
7iHTJPF1k1e9SF1BwqbAe0,pop edm,NATIIVE,34,artist,spotify:artist:7iHTJPF1k1e9SF1BwqbAe0,9252
0mUIey7n1U90IScto35rX7,indiecoustica;pop folk,Dave Thomas Junior,45,artist,spotify:artist:0mUIey7n1U90IScto35rX7,32073
1y07gMlsfAdz2KOvZzyUTB,australian indie;australian pop,SAFIA,48,artist,spotify:artist:1y07gMlsfAdz2KOvZzyUTB,121242
1m3MSOi9y9DRexRUuTsA14,"",Eauxby,19,artist,spotify:artist:1m3MSOi9y9DRexRUuTsA14,554
2NYOggWBPKbqdEYs7jUr1n,australian dance,PON CHO,20,artist,spotify:artist:2NYOggWBPKbqdEYs7jUr1n,1306
6wPccrD5CFI3PJq9MAZIOM,uk dance,HGZ,32,artist,spotify:artist:6wPccrD5CFI3PJq9MAZIOM,2701
4IWBUUAFIplrNtaOHcJPRM,pop;talent show;uk pop,James Arthur,81,artist,spotify:artist:4IWBUUAFIplrNtaOHcJPRM,10725875
1NyxTiCivDmzgFWYD1V01m,electropop;pop dance;pop edm,Justin Caruso,50,artist,spotify:artist:1NyxTiCivDmzgFWYD1V01m,47500
4pUete0Q9UKRB0mOvANycP,"",Corderoy,23,artist,spotify:artist:4pUete0Q9UKRB0mOvANycP,2295
2CUeVZl8E9ouggdBhyclFx,alt z;indie pop,Chloe Lilac,44,artist,spotify:artist:2CUeVZl8E9ouggdBhyclFx,61932
3P3iJ6AlAdlb4tYAu00Fhk,deep new americana;modern alternative rock;philly indie,Mo Lowda & the Humble,45,artist,spotify:artist:3P3iJ6AlAdlb4tYAu00Fhk,37255
2h7fN6KOZVgWQ39sYK0jJm,latin tech house;minimal techno,German Brigante,33,artist,spotify:artist:2h7fN6KOZVgWQ39sYK0jJm,13914
4tqKQAZcPhjqMmHaVRGHaY,australian electropop,Kira Puru,29,artist,spotify:artist:4tqKQAZcPhjqMmHaVRGHaY,9922
5ttgIeUVka6FLyi00Uu5h8,bass house;brostep;edm;electro house;electronic trap;pop dance,Jauz,57,artist,spotify:artist:5ttgIeUVka6FLyi00Uu5h8,376719
2rfUBKC90VW9OhYKvygTf5,"",Phoenix,1,artist,spotify:artist:2rfUBKC90VW9OhYKvygTf5,115
16vSX3ixyWovgJc53e2LPf,"",NDPC,6,artist,spotify:artist:16vSX3ixyWovgJc53e2LPf,439
4TH4BHy0LdBi3dpBW4P2UX,reggae fusion;virgin islands reggae,R. City,62,artist,spotify:artist:4TH4BHy0LdBi3dpBW4P2UX,130342
7AANfmLM36QqH6QsOQnV3h,bow pop;violin,Nigel Kennedy,51,artist,spotify:artist:7AANfmLM36QqH6QsOQnV3h,42614
3qi5fhSI6aUecvRN0XqIJ2,house,MistaJam,57,artist,spotify:artist:3qi5fhSI6aUecvRN0XqIJ2,10014
2oldRmvvz3zwyyyd0xeJCW,"",Julian Era,5,artist,spotify:artist:2oldRmvvz3zwyyyd0xeJCW,270
7hf6L4LN1RTVN66IdBVpPr,gaming edm;pop edm,RudeLies,44,artist,spotify:artist:7hf6L4LN1RTVN66IdBVpPr,16450
2ADWnQO9Dl4EkgXjmBbeiF,"",Brian Burman,0,artist,spotify:artist:2ADWnQO9Dl4EkgXjmBbeiF,9
6eNGoUHSDYfXSy5SvnN1Uu,devon indie,George Moir,37,artist,spotify:artist:6eNGoUHSDYfXSy5SvnN1Uu,3660
5nzJoECVrmCxkbcLyvDpEI,"",Generik,16,artist,spotify:artist:5nzJoECVrmCxkbcLyvDpEI,2766
63e0npbWHhufPfkeNy6vL1,"",Weda,5,artist,spotify:artist:63e0npbWHhufPfkeNy6vL1,21
2XvV82x6Qs0W3GBTkBSjPI,electro house;pop edm,Zookëper,41,artist,spotify:artist:2XvV82x6Qs0W3GBTkBSjPI,9771
3L9fPelopaEdguqyMzbaKF,"",RU.BE,7,artist,spotify:artist:3L9fPelopaEdguqyMzbaKF,248
67GZB65S4t3Odqv9jMxpXy,"",The Wickeed,10,artist,spotify:artist:67GZB65S4t3Odqv9jMxpXy,505
3ZGr7nQBXDU2WhyXgRVbt0,australian reggae fusion;reggae fusion,Sticky Fingers,66,artist,spotify:artist:3ZGr7nQBXDU2WhyXgRVbt0,941056
7vfydQ0nVBVgJ0ajs8EtRM,classical;classical era;early music;galante era,Christoph Willibald Gluck,53,artist,spotify:artist:7vfydQ0nVBVgJ0ajs8EtRM,32671
0eQVzVjmhZ3c7cXrIKJFOK,"",YARO,28,artist,spotify:artist:0eQVzVjmhZ3c7cXrIKJFOK,813
5y2Xq6xcjJb2jVM54GHK3t,neo soul;pop;pop soul;r&b;urban contemporary,John Legend,81,artist,spotify:artist:5y2Xq6xcjJb2jVM54GHK3t,6338267
1ReWLGXQVwTGCkNzQF0Cgm,"",Cam Nacson,24,artist,spotify:artist:1ReWLGXQVwTGCkNzQF0Cgm,2382
26DytDdxKgr9N0tdrBSLs2,indiecoustica;neo mellow;stomp and holler,Wilder Woods,46,artist,spotify:artist:26DytDdxKgr9N0tdrBSLs2,46748
6LYPdINEVydGbHEjbOLZtu,german house,Murano,8,artist,spotify:artist:6LYPdINEVydGbHEjbOLZtu,109
2SNgy12ivDqTf5gJeoLOzE,"",Yton,34,artist,spotify:artist:2SNgy12ivDqTf5gJeoLOzE,451
3CjlHNtplJyTf9npxaPl5w,electropop;metropopolis;neo-synthpop;shimmer pop,CHVRCHES,64,artist,spotify:artist:3CjlHNtplJyTf9npxaPl5w,1326968
3PfJE6ebCbCHeuqO4BfNeA,british orchestra;orchestra,London Philharmonic Orchestra,65,artist,spotify:artist:3PfJE6ebCbCHeuqO4BfNeA,248312
3W5hlKkJKXp7xY7R7IYfxp,la pop,Kyan Palmer,38,artist,spotify:artist:3W5hlKkJKXp7xY7R7IYfxp,9405
2yEkZBBjhzKzt6LF5XMaFi,boy band;dance pop;europop,Blue,62,artist,spotify:artist:2yEkZBBjhzKzt6LF5XMaFi,525883
67Tfj03cthIyRsQLHqwI3V,"",Ljung,35,artist,spotify:artist:67Tfj03cthIyRsQLHqwI3V,1028
72zmP13MQQhZHt4Kl0FOTs,"",Cumbiafrica,58,artist,spotify:artist:72zmP13MQQhZHt4Kl0FOTs,7027
1bkxOwOWP9R4SzB6poMhtQ,uk pop,Josie Man,39,artist,spotify:artist:1bkxOwOWP9R4SzB6poMhtQ,8380
1D9XQXqh4YQfJwX7hyLWwr,canadian electronic;pop edm,Sleepy Tom,47,artist,spotify:artist:1D9XQXqh4YQfJwX7hyLWwr,14168
2WBJQGf1bT1kxuoqziH5g4,deep house;house;tropical house,Purple Disco Machine,72,artist,spotify:artist:2WBJQGf1bT1kxuoqziH5g4,467052
5OReTeTBZ578sj07hDS0x7,deep house;deep tropical house;pop edm;tropical house,Alex Schulz,48,artist,spotify:artist:5OReTeTBZ578sj07hDS0x7,208035
0TJB3EE2efClsYIDQ8V2Jk,britpop;pop rock,Elbow,54,artist,spotify:artist:0TJB3EE2efClsYIDQ8V2Jk,487183
5Ragd6lP6S0zIITdyIwuYK,"",John Payne,10,artist,spotify:artist:5Ragd6lP6S0zIITdyIwuYK,671
6Wjyo1J1HR7HlT2bUTZ82T,"",Shagabond,26,artist,spotify:artist:6Wjyo1J1HR7HlT2bUTZ82T,4774
6i8Tae6takoQos2JZ4vdRn,alt z;post-teen pop,Katelyn Tarver,51,artist,spotify:artist:6i8Tae6takoQos2JZ4vdRn,117998
3QTDHixorJelOLxoxcjqGx,alternative r&b;hip hop;indie soul;la pop;neo soul;r&b;rap,SiR,65,artist,spotify:artist:3QTDHixorJelOLxoxcjqGx,764351
4sOcMLlr0hMwrLXScjAgoq,australian r&b;neo r&b,James Chatburn,43,artist,spotify:artist:4sOcMLlr0hMwrLXScjAgoq,6582
3X4wc5UBBeJBehpL1E8hQG,"",GLNNA,37,artist,spotify:artist:3X4wc5UBBeJBehpL1E8hQG,2109
6oYVfba0DSlm1JsLAS7jII,"",Alexandra,12,artist,spotify:artist:6oYVfba0DSlm1JsLAS7jII,299
3MDqk7o9WcL4FSvlyyGjRv,la pop,Phil Good,44,artist,spotify:artist:3MDqk7o9WcL4FSvlyyGjRv,24082
3LtlJprzuq0Ii8p8YFZXai,compositional ambient;focus;neo-classical,Peter Sandberg,57,artist,spotify:artist:3LtlJprzuq0Ii8p8YFZXai,53280
66CXWjxzNUsdJxJ2JdwvnR,dance pop;pop,Ariana Grande,91,artist,spotify:artist:66CXWjxzNUsdJxJ2JdwvnR,85800097
5HbNxuQxsJRdjqfJ6wNh17,persian electronic,Amirali,11,artist,spotify:artist:5HbNxuQxsJRdjqfJ6wNh17,5300
0WDjOCmlubUVdRozCz46sM,deep groove house;electro house;house,Inpetto,44,artist,spotify:artist:0WDjOCmlubUVdRozCz46sM,22652
3bg5rmICvmA8dmYVAdKGYH,ambient;art pop;deconstructed club;electronica;escape room;experimental pop;float house;fluxwork;fourth world;future garage;hauntology;intelligent dance music;microhouse;outsider house;uk bass;wonky,Actress,48,artist,spotify:artist:3bg5rmICvmA8dmYVAdKGYH,80258
41Sy5j6hSOXJ6Pl1yR296B,beatboxing,Tom Thum,49,artist,spotify:artist:41Sy5j6hSOXJ6Pl1yR296B,19491
2vDV0T8sxx2ENnKXds75e5,classic soul;funk;instrumental funk;instrumental soul;memphis soul;soul;southern soul,Booker T. & the M.G.'s,57,artist,spotify:artist:2vDV0T8sxx2ENnKXds75e5,254519
7ohKhzAdeqau5IrffiWNVg,"",David Pinto,9,artist,spotify:artist:7ohKhzAdeqau5IrffiWNVg,67
3sFhA6G1N0gG1pszb6kk1m,album rock;art rock;beatlesque;classic rock;folk rock;mellow gold;rock;soft rock,Wings,64,artist,spotify:artist:3sFhA6G1N0gG1pszb6kk1m,883210
0bhDbXEM9xuKfuQWXmUHHt,"",SVDKO,29,artist,spotify:artist:0bhDbXEM9xuKfuQWXmUHHt,2081
1qskAseW7apRxJBpYAO9Yk,"",Felix Snow,41,artist,spotify:artist:1qskAseW7apRxJBpYAO9Yk,17101
7hs0XglJ7lG6NrbykQbVdr,"",Pakem,15,artist,spotify:artist:7hs0XglJ7lG6NrbykQbVdr,385
7xaLfXBI5MSy3aNX7m4X3O,new age;new age piano,Philip Wesley,44,artist,spotify:artist:7xaLfXBI5MSy3aNX7m4X3O,37726
21LoADaEkprVuED9XbWCu1,"",10k Islands,22,artist,spotify:artist:21LoADaEkprVuED9XbWCu1,179
0FWzNDaEu9jdgcYTbcOa4F,dance pop;electropowerpop;modern rock;pop;pop punk;pop rap;post-teen pop,3OH!3,62,artist,spotify:artist:0FWzNDaEu9jdgcYTbcOa4F,901874
0zOdQ0bnEjsmwgnR3fqwYz,"",Deverano,30,artist,spotify:artist:0zOdQ0bnEjsmwgnR3fqwYz,4813
13NpuESz6tlK819yBs0PuS,"",Azteck,60,artist,spotify:artist:13NpuESz6tlK819yBs0PuS,5712
2gNK2HAaLVz5DZoD2moDQj,adult standards;rhythm and blues;rock-and-roll;rockabilly,The Big Bopper,42,artist,spotify:artist:2gNK2HAaLVz5DZoD2moDQj,114386
5lXfVoQxVgC5fpjkVqvNYn,australian pop;australian talent show,Isaiah Firebrace,49,artist,spotify:artist:5lXfVoQxVgC5fpjkVqvNYn,53301
73A3bLnfnz5BoQjb4gNCga,ambient house;electronica,Bicep,63,artist,spotify:artist:73A3bLnfnz5BoQjb4gNCga,403819
6u9m2Ocxutj8gv7UJdwiWJ,"",Juicy Cola,52,artist,spotify:artist:6u9m2Ocxutj8gv7UJdwiWJ,3096
3VAxb3UskTNiHAKh4UeOEv,indie poptimism;indie rock;modern rock;shimmer pop;stomp and holler,JR JR,44,artist,spotify:artist:3VAxb3UskTNiHAKh4UeOEv,91394
3Akq5vNRMJ0S9UpQNgt1WY,milwaukee hip hop,Corey Pieper,28,artist,spotify:artist:3Akq5vNRMJ0S9UpQNgt1WY,1423
5ncA0WGi828yjhqmvHsJRj,pop soul,Emily Brimlow,34,artist,spotify:artist:5ncA0WGi828yjhqmvHsJRj,13344
3Hm9O2yUADPEbMmU2SnIz9,"",Mennska,9,artist,spotify:artist:3Hm9O2yUADPEbMmU2SnIz9,607
0B6mwRbxKrvUvklMk9571H,argentine indie,Churupaca,41,artist,spotify:artist:0B6mwRbxKrvUvklMk9571H,72851
1eIKUeIo4hXyZ1hyHxpVLr,edmonton indie,VENNA,5,artist,spotify:artist:1eIKUeIo4hXyZ1hyHxpVLr,1769
6cXU3B0U7wNEOOU8UjaWww,chattanooga indie;pop soul,Johnny Balik,37,artist,spotify:artist:6cXU3B0U7wNEOOU8UjaWww,33803
0LKxYpGwzsth8TJFPzJs2T,"",Pope,27,artist,spotify:artist:0LKxYpGwzsth8TJFPzJs2T,774
5J8UACGRZtDb4WdOzo9YJN,australian alternative pop;australian pop,MAY-A,54,artist,spotify:artist:5J8UACGRZtDb4WdOzo9YJN,27514
3uWyuX5TnCdYiZfa9QgQnK,"",Lenx & Denx,14,artist,spotify:artist:3uWyuX5TnCdYiZfa9QgQnK,1226
6P7H3ai06vU1sGvdpBwDmE,album rock;art rock;classic rock;country rock;folk rock;mellow gold;psychedelic rock;rock;soft rock;yacht rock,Steely Dan,67,artist,spotify:artist:6P7H3ai06vU1sGvdpBwDmE,1859032
00FaHSRJeGv1dbHhnqhHqz,"",Teemu,43,artist,spotify:artist:00FaHSRJeGv1dbHhnqhHqz,382
1Yin8sYvH575rfGH0Q9KlH,"",Florian Paetzold,23,artist,spotify:artist:1Yin8sYvH575rfGH0Q9KlH,3017
1VF2jmv5aWGszBtIVPt2fT,"",Shoby,55,artist,spotify:artist:1VF2jmv5aWGszBtIVPt2fT,5930
